t_ms,GT_Position,GT_Velocity,GT_Direction,GT_Running,GT_Brake_Released,GT_Motor_Alarm,TR_Position,TR_Velocity,TR_Direction,TR_Running,TR_Brake_Released,TR_Motor_Alarm,HO_Position,HO_Velocity,HO_Direction,HO_Load,HO_Overload_Alarm,HO_Snag_Alarm,HO_Running,HO_Brake_Released,HO_Motor_Alarm,SP_Mode,SP_TwistLock_Locked,SP_TwistLock_Unlocked,SP_Landed,SP_Container_Detected,SP_Mismatch_Alarm,SP_Telescopic_Position,OP_Mode,OP_Power_On,OP_Ready,OP_Running,OP_Standby,OP_Emergency_Stop,OP_AntiSway_Active,OP_Cycle_Count_Today,ENV_Wind_Speed,ENV_Wind_Direction,ENV_Wind_Alarm,ALM_Active,ALM_Latest_Code,ALM_Latest_Severity,ALM_Latest_Source,COM_Link_Status
0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,7.7,269.8,0,1,5005,2,5,1
100,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,7.5,268.4,0,1,5005,2,5,1
200,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,7.8,275.4,0,1,5005,2,5,1
300,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,9.0,274.1,0,1,5005,2,5,1
400,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.5,269.6,0,1,5005,2,5,1
500,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.3,267.0,0,1,5005,2,5,1
600,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.6,272.2,0,1,5005,2,5,1
700,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.5,271.3,0,1,5005,2,5,1
800,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.8,272.7,0,1,5005,2,5,1
900,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.9,271.3,0,1,5005,2,5,1
1000,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.0,273.3,0,1,5005,2,5,1
1100,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.1,273.0,0,1,5005,2,5,1
1200,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.4,273.6,0,1,5005,2,5,1
1300,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.6,268.8,0,1,5005,2,5,1
1400,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.4,269.1,0,1,5005,2,5,1
1500,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.5,268.6,0,1,5005,2,5,1
1600,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,8.5,271.9,0,1,5005,2,5,1
1700,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,3,1,1,0,1,0,1,0,7.7,272.0,0,1,5005,2,5,1
