t_ms,GT_Position,GT_Velocity,GT_Direction,GT_Running,GT_Brake_Released,GT_Motor_Alarm,TR_Position,TR_Velocity,TR_Direction,TR_Running,TR_Brake_Released,TR_Motor_Alarm,HO_Position,HO_Velocity,HO_Direction,HO_Load,HO_Overload_Alarm,HO_Snag_Alarm,HO_Running,HO_Brake_Released,HO_Motor_Alarm,SP_Mode,SP_TwistLock_Locked,SP_TwistLock_Unlocked,SP_Landed,SP_Container_Detected,SP_Mismatch_Alarm,SP_Telescopic_Position,OP_Mode,OP_Power_On,OP_Ready,OP_Running,OP_Standby,OP_Emergency_Stop,OP_AntiSway_Active,OP_Cycle_Count_Today,ENV_Wind_Speed,ENV_Wind_Direction,ENV_Wind_Alarm,ALM_Active,ALM_Latest_Code,ALM_Latest_Severity,ALM_Latest_Source,COM_Link_Status
0,118.49,0.015,1,1,1,0,23.886,0.06,1,1,1,0,33.195,-0.048,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.6,270.1,0,0,0,0,0,1
100,118.493,0.03,1,1,1,0,23.898,0.119,1,1,1,0,33.185,-0.097,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,273.3,0,0,0,0,0,1
200,118.498,0.045,1,1,1,0,23.916,0.179,1,1,1,0,33.171,-0.145,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,266.7,0,0,0,0,0,1
300,118.504,0.06,1,1,1,0,23.94,0.239,1,1,1,0,33.152,-0.194,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.8,269.4,0,0,0,0,0,1
400,118.511,0.075,1,1,1,0,23.969,0.298,1,1,1,0,33.127,-0.242,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,269.9,0,0,0,0,0,1
500,118.52,0.09,1,1,1,0,24.005,0.358,1,1,1,0,33.098,-0.29,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,271.7,0,0,0,0,0,1
600,118.531,0.105,1,1,1,0,24.047,0.417,1,1,1,0,33.064,-0.339,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,269.3,0,0,0,0,0,1
700,118.543,0.12,1,1,1,0,24.095,0.477,1,1,1,0,33.026,-0.387,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.9,270.0,0,0,0,0,0,1
800,118.556,0.135,1,1,1,0,24.148,0.537,1,1,1,0,32.982,-0.436,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,269.2,0,0,0,0,0,1
900,118.571,0.15,1,1,1,0,24.208,0.596,1,1,1,0,32.934,-0.484,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.5,270.1,0,0,0,0,0,1
1000,118.588,0.165,1,1,1,0,24.274,0.656,1,1,1,0,32.881,-0.532,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.7,271.6,0,0,0,0,0,1
1100,118.605,0.18,1,1,1,0,24.345,0.716,1,1,1,0,32.822,-0.581,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,272.6,0,0,0,0,0,1
1200,118.625,0.195,1,1,1,0,24.423,0.775,1,1,1,0,32.76,-0.629,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,266.7,0,0,0,0,0,1
1300,118.646,0.21,1,1,1,0,24.506,0.835,1,1,1,0,32.692,-0.678,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.1,267.5,0,0,0,0,0,1
1400,118.668,0.225,1,1,1,0,24.596,0.894,1,1,1,0,32.619,-0.726,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.7,268.3,0,0,0,0,0,1
1500,118.692,0.24,1,1,1,0,24.691,0.954,1,1,1,0,32.542,-0.774,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.7,268.1,0,0,0,0,0,1
1600,118.718,0.255,1,1,1,0,24.792,1.014,1,1,1,0,32.459,-0.823,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,270.1,0,0,0,0,0,1
1700,118.745,0.27,1,1,1,0,24.9,1.073,1,1,1,0,32.372,-0.871,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,266.8,0,0,0,0,0,1
1800,118.773,0.285,1,1,1,0,25.013,1.133,1,1,1,0,32.28,-0.92,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,272.4,0,0,0,0,0,1
1900,118.803,0.3,1,1,1,0,25.132,1.193,1,1,1,0,32.184,-0.968,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.6,268.2,0,0,0,0,0,1
2000,118.835,0.315,1,1,1,0,25.257,1.252,1,1,1,0,32.082,-1.016,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.9,269.0,0,0,0,0,0,1
2100,118.868,0.33,1,1,1,0,25.389,1.312,1,1,1,0,31.976,-1.065,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,268.6,0,0,0,0,0,1
2200,118.902,0.345,1,1,1,0,25.526,1.371,1,1,1,0,31.864,-1.113,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,269.7,0,0,0,0,0,1
2300,118.938,0.36,1,1,1,0,25.669,1.431,1,1,1,0,31.748,-1.162,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,270.4,0,0,0,0,0,1
2400,118.976,0.375,1,1,1,0,25.818,1.491,1,1,1,0,31.627,-1.21,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,271.1,0,0,0,0,0,1
2500,119.015,0.39,1,1,1,0,25.973,1.55,1,1,1,0,31.501,-1.258,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,271.0,0,0,0,0,0,1
2600,119.055,0.405,1,1,1,0,26.134,1.61,1,1,1,0,31.371,-1.307,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,269.3,0,0,0,0,0,1
2700,119.097,0.42,1,1,1,0,26.301,1.67,1,1,1,0,31.238,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,273.5,0,0,0,0,0,1
2800,119.14,0.435,1,1,1,0,26.474,1.729,1,1,1,0,31.106,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.4,266.7,0,0,0,0,0,1
2900,119.185,0.45,1,1,1,0,26.653,1.789,1,1,1,0,30.974,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,266.2,0,0,0,0,0,1
3000,119.232,0.465,1,1,1,0,26.838,1.849,1,1,1,0,30.842,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,268.2,0,0,0,0,0,1
3100,119.28,0.48,1,1,1,0,27.028,1.908,1,1,1,0,30.71,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.7,267.7,0,0,0,0,0,1
3200,119.329,0.495,1,1,1,0,27.225,1.968,1,1,1,0,30.578,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,268.2,0,0,0,0,0,1
3300,119.38,0.51,1,1,1,0,27.428,2.027,1,1,1,0,30.446,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,269.6,0,0,0,0,0,1
3400,119.433,0.525,1,1,1,0,27.637,2.087,1,1,1,0,30.314,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.7,265.2,0,0,0,0,0,1
3500,119.487,0.539,1,1,1,0,27.851,2.147,1,1,1,0,30.182,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,271.0,0,0,0,0,0,1
3600,119.542,0.554,1,1,1,0,28.072,2.206,1,1,1,0,30.05,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,267.5,0,0,0,0,0,1
3700,119.599,0.569,1,1,1,0,28.299,2.266,1,1,1,0,29.918,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.1,269.1,0,0,0,0,0,1
3800,119.657,0.584,1,1,1,0,28.531,2.326,1,1,1,0,29.786,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.9,266.8,0,0,0,0,0,1
3900,119.717,0.599,1,1,1,0,28.77,2.385,1,1,1,0,29.654,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,276.1,0,0,0,0,0,1
4000,119.779,0.614,1,1,1,0,29.014,2.445,1,1,1,0,29.522,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,271.2,0,0,0,0,0,1
4100,119.842,0.629,1,1,1,0,29.265,2.504,1,1,1,0,29.39,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,271.2,0,0,0,0,0,1
4200,119.906,0.644,1,1,1,0,29.521,2.564,1,1,1,0,29.258,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.8,269.1,0,0,0,0,0,1
4300,119.972,0.659,1,1,1,0,29.783,2.624,1,1,1,0,29.126,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,266.3,0,0,0,0,0,1
4400,120.04,0.674,1,1,1,0,30.052,2.683,1,1,1,0,28.994,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.7,267.7,0,0,0,0,0,1
4500,120.107,0.676,1,1,1,0,30.326,2.743,1,1,1,0,28.862,-1.32,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.9,270.1,0,0,0,0,0,1
