trial,t_s,axis,commanded_m,rendered_m,error_m,pass,blocked,clamped
1,0.52,GT,118.4560,118.4560,0.0000,1,0,0
1,0.52,TR,24.0209,24.0209,0.0000,1,0,0
1,0.52,HO,33.0832,33.0832,0.0000,1,0,0
2,1.04,GT,118.3865,118.3865,0.0000,1,0,0
2,1.04,TR,24.3185,24.3185,0.0000,1,0,0
2,1.04,HO,32.8345,32.8345,0.0000,1,0,0
3,1.56,GT,118.2928,118.2928,0.0000,1,0,0
3,1.56,TR,24.7808,24.7808,0.0000,1,0,0
3,1.56,HO,32.4498,32.4498,0.0000,1,0,0
4,2.08,GT,118.2319,118.2319,0.0000,1,0,0
4,2.08,TR,25.4076,25.4076,0.0000,1,0,0
4,2.08,HO,31.9282,31.9282,0.0000,1,0,0
5,2.60,GT,118.2100,118.2100,0.0000,1,0,0
5,2.60,TR,26.2000,26.2000,0.0000,1,0,0
5,2.60,HO,31.2925,31.2925,0.0000,1,0,0
6,3.12,GT,118.2100,118.2100,0.0000,1,0,0
6,3.12,TR,27.1563,27.1563,0.0000,1,0,0
6,3.12,HO,30.6438,30.6438,0.0000,1,0,0
7,3.64,GT,118.2100,118.2100,0.0000,1,0,0
7,3.64,TR,28.1565,28.1565,0.0000,1,0,0
7,3.64,HO,29.9955,29.9955,0.0000,1,0,0
8,4.16,GT,118.2100,118.2100,0.0000,1,0,0
8,4.16,TR,28.9932,28.9932,0.0000,1,0,0
8,4.16,HO,29.3475,29.3475,0.0000,1,0,0
9,4.68,GT,118.2100,118.2100,0.0000,1,0,0
9,4.68,TR,29.6625,29.6625,0.0000,1,0,0
9,4.68,HO,28.6995,28.6995,0.0000,1,0,0
10,5.20,GT,118.2100,118.2100,0.0000,1,0,0
10,5.20,TR,30.1617,30.1617,0.0000,1,0,0
10,5.20,HO,28.0515,28.0515,0.0000,1,0,0
11,5.72,GT,118.2100,118.2100,0.0000,1,0,0
11,5.72,TR,30.4885,30.4885,0.0000,1,0,0
11,5.72,HO,27.4028,27.4028,0.0000,1,0,0
12,6.24,GT,118.2100,118.2100,0.0000,1,0,0
12,6.24,TR,30.6380,30.6380,0.0000,1,0,0
12,6.24,HO,26.7544,26.7544,0.0000,1,0,0
13,6.76,GT,118.2100,118.2100,0.0000,1,0,0
13,6.76,TR,30.6470,30.6470,0.0000,1,0,0
13,6.76,HO,26.1064,26.1064,0.0000,1,0,0
14,7.28,GT,118.2100,118.2100,0.0000,1,0,0
14,7.28,TR,30.6470,30.6470,0.0000,1,0,0
14,7.28,HO,25.4584,25.4584,0.0000,1,0,0
15,7.80,GT,118.2100,118.2100,0.0000,1,0,0
15,7.80,TR,30.6470,30.6470,0.0000,1,0,0
15,7.80,HO,24.8104,24.8104,0.0000,1,0,0
16,8.32,GT,118.2100,118.2100,0.0000,1,0,0
16,8.32,TR,30.6470,30.6470,0.0000,1,0,0
16,8.32,HO,24.1617,24.1617,0.0000,1,0,0
17,8.84,GT,118.2100,118.2100,0.0000,1,0,0
17,8.84,TR,30.6470,30.6470,0.0000,1,0,0
17,8.84,HO,23.5139,23.5139,0.0000,1,0,0
18,9.36,GT,118.2100,118.2100,0.0000,1,0,0
18,9.36,TR,30.6470,30.6470,0.0000,1,0,0
18,9.36,HO,22.8654,22.8654,0.0000,1,0,0
19,9.88,GT,118.2100,118.2100,0.0000,1,0,0
19,9.88,TR,30.6470,30.6470,0.0000,1,0,0
19,9.88,HO,22.2173,22.2173,0.0000,1,0,0
20,10.40,GT,118.2100,118.2100,0.0000,1,0,0
20,10.40,TR,30.6470,30.6470,0.0000,1,0,0
20,10.40,HO,21.5693,21.5693,0.0000,1,0,0
21,10.92,GT,118.2100,118.2100,0.0000,1,0,0
21,10.92,TR,30.6470,30.6470,0.0000,1,0,0
21,10.92,HO,20.9206,20.9206,0.0000,1,0,0
22,11.44,GT,118.2100,118.2100,0.0000,1,0,0
22,11.44,TR,30.6470,30.6470,0.0000,1,0,0
22,11.44,HO,20.2728,20.2728,0.0000,1,0,0
23,11.96,GT,118.2100,118.2100,0.0000,1,0,0
23,11.96,TR,30.6470,30.6470,0.0000,1,0,0
23,11.96,HO,19.6505,19.6505,0.0000,1,0,0
24,12.48,GT,118.2100,118.2100,0.0000,1,0,0
24,12.48,TR,30.6470,30.6470,0.0000,1,0,0
24,12.48,HO,19.1552,19.1552,0.0000,1,0,0
25,13.00,GT,118.2100,118.2100,0.0000,1,0,0
25,13.00,TR,30.6470,30.6470,0.0000,1,0,0
25,13.00,HO,18.7911,18.7911,0.0000,1,0,0
26,13.52,GT,118.2100,118.2100,0.0000,1,0,0
26,13.52,TR,30.6470,30.6470,0.0000,1,0,0
26,13.52,HO,18.5483,18.5483,0.0000,1,0,0
27,14.04,GT,118.2100,118.2100,0.0000,1,0,0
27,14.04,TR,30.6470,30.6470,0.0000,1,0,0
27,14.04,HO,18.4560,18.4560,0.0000,1,0,0
