trial,t_s,axis,commanded_m,rendered_m,error_m,pass,blocked,clamped
1,0.52,GT,118.5263,118.5263,0.0000,1,0,0
1,0.52,TR,24.0222,24.0222,0.0000,1,0,0
1,0.52,HO,33.0865,33.0865,0.0000,1,0,0
2,1.04,GT,118.6055,118.6055,0.0000,1,0,0
2,1.04,TR,24.3240,24.3240,0.0000,1,0,0
2,1.04,HO,32.8465,32.8465,0.0000,1,0,0
3,1.56,GT,118.7286,118.7286,0.0000,1,0,0
3,1.56,TR,24.7915,24.7915,0.0000,1,0,0
3,1.56,HO,32.4739,32.4739,0.0000,1,0,0
4,2.08,GT,118.8954,118.8954,0.0000,1,0,0
4,2.08,TR,25.4254,25.4254,0.0000,1,0,0
4,2.08,HO,31.9679,31.9679,0.0000,1,0,0
5,2.60,GT,119.1056,119.1056,0.0000,1,0,0
5,2.60,TR,26.2262,26.2262,0.0000,1,0,0
5,2.60,HO,31.3384,31.3384,0.0000,1,0,0
6,3.12,GT,119.3609,119.3609,0.0000,1,0,0
6,3.12,TR,27.1939,27.1939,0.0000,1,0,0
6,3.12,HO,30.6812,30.6812,0.0000,1,0,0
7,3.64,GT,119.6590,119.6590,0.0000,1,0,0
7,3.64,TR,28.3285,28.3285,0.0000,1,0,0
7,3.64,HO,30.0240,30.0240,0.0000,1,0,0
8,4.16,GT,120.0013,120.0013,0.0000,1,0,0
8,4.16,TR,29.6295,29.6295,0.0000,1,0,0
8,4.16,HO,29.3668,29.3668,0.0000,1,0,0
9,4.68,GT,120.3650,120.3650,0.0000,1,0,0
9,4.68,TR,31.0964,31.0964,0.0000,1,0,0
9,4.68,HO,28.7096,28.7096,0.0000,1,0,0
10,5.20,GT,120.7290,120.7290,0.0000,1,0,0
10,5.20,TR,32.7299,32.7299,0.0000,1,0,0
10,5.20,HO,28.0523,28.0523,0.0000,1,0,0
11,5.72,GT,121.0930,121.0930,0.0000,1,0,0
11,5.72,TR,34.3662,34.3662,0.0000,1,0,0
11,5.72,HO,27.3949,27.3949,0.0000,1,0,0
12,6.24,GT,121.4570,121.4570,0.0000,1,0,0
12,6.24,TR,35.8341,35.8341,0.0000,1,0,0
12,6.24,HO,26.7374,26.7374,0.0000,1,0,0
13,6.76,GT,121.8210,121.8210,0.0000,1,0,0
13,6.76,TR,37.1336,37.1336,0.0000,1,0,0
13,6.76,HO,26.0800,26.0800,0.0000,1,0,0
14,7.28,GT,122.1851,122.1851,0.0000,1,0,0
14,7.28,TR,38.2648,38.2648,0.0000,1,0,0
14,7.28,HO,25.4226,25.4226,0.0000,1,0,0
15,7.80,GT,122.5491,122.5490,0.0000,1,0,0
15,7.80,TR,39.2257,39.2257,0.0000,1,0,0
15,7.80,HO,24.7653,24.7653,0.0000,1,0,0
16,8.32,GT,122.9131,122.9131,0.0000,1,0,0
16,8.32,TR,40.0176,40.0176,0.0000,1,0,0
16,8.32,HO,24.1081,24.1081,0.0000,1,0,0
17,8.84,GT,123.2771,123.2771,0.0000,1,0,0
17,8.84,TR,40.6386,40.6386,0.0000,1,0,0
17,8.84,HO,23.4509,23.4509,0.0000,1,0,0
18,9.36,GT,123.6370,123.6370,0.0000,1,0,0
18,9.36,TR,41.0878,41.0878,0.0000,1,0,0
18,9.36,HO,22.7937,22.7937,0.0000,1,0,0
19,9.88,GT,123.9621,123.9621,0.0000,1,0,0
19,9.88,TR,41.3633,41.3633,0.0000,1,0,0
19,9.88,HO,22.1364,22.1364,0.0000,1,0,0
20,10.40,GT,124.2492,124.2492,0.0000,1,0,0
20,10.40,TR,41.4540,41.4540,0.0000,1,0,0
20,10.40,HO,21.4792,21.4792,0.0000,1,0,0
21,10.92,GT,124.4927,124.4927,0.0000,1,0,0
21,10.92,TR,41.4540,41.4540,0.0000,1,0,0
21,10.92,HO,20.8220,20.8220,0.0000,1,0,0
22,11.44,GT,124.6911,124.6911,0.0000,1,0,0
22,11.44,TR,41.4540,41.4540,0.0000,1,0,0
22,11.44,HO,20.1648,20.1648,0.0000,1,0,0
23,11.96,GT,124.8445,124.8445,0.0000,1,0,0
23,11.96,TR,41.4540,41.4540,0.0000,1,0,0
23,11.96,HO,19.5734,19.5734,0.0000,1,0,0
24,12.48,GT,124.9523,124.9523,0.0000,1,0,0
24,12.48,TR,41.4540,41.4540,0.0000,1,0,0
24,12.48,HO,19.1166,19.1166,0.0000,1,0,0
25,13.00,GT,125.0147,125.0147,0.0000,1,0,0
25,13.00,TR,41.4540,41.4540,0.0000,1,0,0
25,13.00,HO,18.7973,18.7973,0.0000,1,0,0
26,13.52,GT,125.0290,125.0290,0.0000,1,0,0
26,13.52,TR,41.4540,41.4540,0.0000,1,0,0
26,13.52,HO,18.6193,18.6193,0.0000,1,0,0
27,14.04,GT,125.0290,125.0290,0.0000,1,0,0
27,14.04,TR,41.4540,41.4540,0.0000,1,0,0
27,14.04,HO,18.5735,18.5735,0.0000,1,0,0
28,14.56,GT,125.0290,125.0290,0.0000,1,0,0
28,14.56,TR,41.4540,41.4540,0.0000,1,0,0
28,14.56,HO,18.4561,18.4561,0.0000,1,0,0
29,15.08,GT,125.0290,125.0290,0.0000,1,0,0
29,15.08,TR,41.4540,41.4540,0.0000,1,0,0
29,15.08,HO,18.2058,18.2058,0.0000,1,0,0
30,15.60,GT,125.0290,125.0290,0.0000,1,0,0
30,15.60,TR,41.4540,41.4540,0.0000,1,0,0
30,15.60,HO,17.8229,17.8229,0.0000,1,0,0
31,16.12,GT,125.0290,125.0290,0.0000,1,0,0
31,16.12,TR,41.4540,41.4540,0.0000,1,0,0
31,16.12,HO,17.3068,17.3068,0.0000,1,0,0
32,16.64,GT,125.0290,125.0290,0.0000,1,0,0
32,16.64,TR,41.4540,41.4540,0.0000,1,0,0
32,16.64,HO,16.6706,16.6706,0.0000,1,0,0
33,17.16,GT,125.0290,125.0290,0.0000,1,0,0
33,17.16,TR,41.4540,41.4540,0.0000,1,0,0
33,17.16,HO,16.0568,16.0568,0.0000,1,0,0
34,17.68,GT,125.0290,125.0290,0.0000,1,0,0
34,17.68,TR,41.4540,41.4540,0.0000,1,0,0
34,17.68,HO,15.5730,15.5730,0.0000,1,0,0
35,18.20,GT,125.0290,125.0290,0.0000,1,0,0
35,18.20,TR,41.4540,41.4540,0.0000,1,0,0
35,18.20,HO,15.2247,15.2247,0.0000,1,0,0
36,18.72,GT,125.0290,125.0290,0.0000,1,0,0
36,18.72,TR,41.4540,41.4540,0.0000,1,0,0
36,18.72,HO,15.0171,15.0171,0.0000,1,0,0
37,19.24,GT,125.0290,125.0290,0.0000,1,0,0
37,19.24,TR,41.4540,41.4540,0.0000,1,0,0
37,19.24,HO,14.9525,14.9525,0.0000,1,0,0
38,19.76,GT,125.0290,125.0290,0.0000,1,0,0
38,19.76,TR,41.4540,41.4540,0.0000,1,0,0
38,19.76,HO,14.8609,14.8609,0.0000,1,0,0
39,20.28,GT,125.0290,125.0290,0.0000,1,0,0
39,20.28,TR,41.4540,41.4540,0.0000,1,0,0
39,20.28,HO,14.6971,14.6971,0.0000,1,0,0
40,20.80,GT,125.0290,125.0290,0.0000,1,0,0
40,20.80,TR,41.4540,41.4540,0.0000,1,0,0
40,20.80,HO,14.5327,14.5327,0.0000,1,0,0
41,21.32,GT,125.0290,125.0290,0.0000,1,0,0
41,21.32,TR,41.4540,41.4540,0.0000,1,0,0
41,21.32,HO,14.3683,14.3683,0.0000,1,0,0
42,21.84,GT,125.0290,125.0290,0.0000,1,0,0
42,21.84,TR,41.4540,41.4540,0.0000,1,0,0
42,21.84,HO,14.2039,14.2039,0.0000,1,0,0
43,22.36,GT,125.0290,125.0290,0.0000,1,0,0
43,22.36,TR,41.4540,41.4540,0.0000,1,0,0
43,22.36,HO,14.0515,14.0515,0.0000,1,0,0
44,22.88,GT,125.0290,125.0290,0.0000,1,0,0
44,22.88,TR,41.4540,41.4540,0.0000,1,0,0
44,22.88,HO,14.0070,14.0070,0.0000,1,0,0
45,23.40,GT,125.0290,125.0290,0.0000,1,0,0
45,23.40,TR,41.4540,41.4540,0.0000,1,0,0
45,23.40,HO,14.0070,14.0070,0.0000,1,0,0
46,23.92,GT,125.0290,125.0290,0.0000,1,0,0
46,23.92,TR,41.4540,41.4540,0.0000,1,0,0
46,23.92,HO,14.0070,14.0077,0.0007,1,0,0
47,24.44,GT,125.0290,125.0290,0.0000,1,0,0
47,24.44,TR,41.4540,41.4540,0.0000,1,0,0
47,24.44,HO,14.0070,14.0078,0.0008,1,0,0
48,24.96,GT,125.0290,125.0290,0.0000,1,0,0
48,24.96,TR,41.4540,41.4540,0.0000,1,0,0
48,24.96,HO,14.0070,14.0079,0.0009,1,0,0
49,25.48,GT,125.0290,125.0290,0.0000,1,0,0
49,25.48,TR,41.4540,41.4540,0.0000,1,0,0
49,25.48,HO,14.0070,14.0080,0.0010,1,0,0
50,26.00,GT,125.0290,125.0290,0.0000,1,0,0
50,26.00,TR,41.4540,41.4540,0.0000,1,0,0
50,26.00,HO,14.0841,14.0840,0.0000,1,0,0
51,26.52,GT,125.0290,125.0290,0.0000,1,0,0
51,26.52,TR,41.4540,41.4540,0.0000,1,0,0
