trial,t_s,axis,commanded_m,rendered_m,error_m,pass,blocked,clamped
53,27.56,TR,30.6580,30.6580,0.0000,1,0,0
53,27.56,HO,2.4100,2.4100,0.0000,1,0,0
54,28.08,GT,125.2460,125.2460,0.0000,1,0,0
54,28.08,TR,30.6580,30.6580,0.0000,1,0,0
54,28.08,HO,2.4100,2.4100,0.0000,1,0,0
55,28.60,GT,125.2460,125.2460,0.0000,1,0,0
55,28.60,TR,30.6580,30.6580,0.0000,1,0,0
55,28.60,HO,2.4100,2.4100,0.0000,1,0,0
56,29.12,GT,125.2460,125.2460,0.0000,1,0,0
56,29.12,TR,30.6580,30.6580,0.0000,1,0,0
56,29.12,HO,2.4100,2.4100,0.0000,1,0,0
57,29.64,GT,125.2460,125.2460,0.0000,1,0,0
57,29.64,TR,30.6580,30.6580,0.0000,1,0,0
57,29.64,HO,2.4526,2.4526,0.0000,1,0,0
58,30.16,GT,125.2460,125.2460,0.0000,1,0,0
58,30.16,TR,30.6580,30.6580,0.0000,1,0,0
58,30.16,HO,2.6349,2.6349,0.0000,1,0,0
59,30.68,GT,125.2460,125.2460,0.0000,1,0,0
59,30.68,TR,30.6580,30.6580,0.0000,1,0,0
59,30.68,HO,2.9590,2.9590,0.0000,1,0,0
60,31.20,GT,125.2460,125.2460,0.0000,1,0,0
60,31.20,TR,30.6580,30.6580,0.0000,1,0,0
60,31.20,HO,3.4273,3.4273,0.0000,1,0,0
61,31.72,GT,125.2460,125.2460,0.0000,1,0,0
61,31.72,TR,30.6580,30.6580,0.0000,1,0,0
61,31.72,HO,4.0327,4.0327,0.0000,1,0,0
62,32.24,GT,125.2460,125.2460,0.0000,1,0,0
62,32.24,TR,30.6580,30.6580,0.0000,1,0,0
62,32.24,HO,4.6737,4.6737,0.0000,1,0,0
63,32.76,GT,125.2460,125.2460,0.0000,1,0,0
63,32.76,TR,30.6580,30.6580,0.0000,1,0,0
63,32.76,HO,5.3147,5.3147,0.0000,1,0,0
64,33.28,GT,125.2460,125.2460,0.0000,1,0,0
64,33.28,TR,30.6580,30.6580,0.0000,1,0,0
64,33.28,HO,5.9562,5.9562,0.0000,1,0,0
65,33.80,GT,125.2460,125.2460,0.0000,1,0,0
65,33.80,TR,30.6580,30.6580,0.0000,1,0,0
65,33.80,HO,6.5977,6.5977,0.0000,1,0,0
66,34.32,GT,125.2460,125.2460,0.0000,1,0,0
66,34.32,TR,30.6580,30.6580,0.0000,1,0,0
66,34.32,HO,7.2385,7.2385,0.0000,1,0,0
67,34.84,GT,125.2460,125.2460,0.0000,1,0,0
67,34.84,TR,30.6580,30.6580,0.0000,1,0,0
67,34.84,HO,7.8797,7.8797,0.0000,1,0,0
68,35.36,GT,125.2460,125.2460,0.0000,1,0,0
68,35.36,TR,30.6580,30.6580,0.0000,1,0,0
68,35.36,HO,8.5212,8.5212,0.0000,1,0,0
69,35.88,GT,125.2460,125.2460,0.0000,1,0,0
69,35.88,TR,30.6580,30.6580,0.0000,1,0,0
69,35.88,HO,9.1626,9.1626,0.0000,1,0,0
70,36.40,GT,125.2460,125.2460,0.0000,1,0,0
70,36.40,TR,30.6580,30.6580,0.0000,1,0,0
70,36.40,HO,9.8033,9.8033,0.0000,1,0,0
71,36.92,GT,125.2460,125.2460,0.0000,1,0,0
71,36.92,TR,30.6580,30.6580,0.0000,1,0,0
71,36.92,HO,10.4447,10.4447,0.0000,1,0,0
72,37.44,GT,125.2460,125.2460,0.0000,1,0,0
72,37.44,TR,30.6580,30.6580,0.0000,1,0,0
72,37.44,HO,11.0862,11.0862,0.0000,1,0,0
73,37.96,GT,125.2460,125.2460,0.0000,1,0,0
73,37.96,TR,30.6580,30.6580,0.0000,1,0,0
73,37.96,HO,11.7274,11.7274,0.0000,1,0,0
74,38.48,GT,125.2460,125.2460,0.0000,1,0,0
74,38.48,TR,30.6580,30.6580,0.0000,1,0,0
74,38.48,HO,12.3681,12.3681,0.0000,1,0,0
75,39.00,GT,125.2460,125.2460,0.0000,1,0,0
75,39.00,TR,30.6580,30.6580,0.0000,1,0,0
75,39.00,HO,13.0096,13.0096,0.0000,1,0,0
76,39.52,GT,125.2460,125.2460,0.0000,1,0,0
76,39.52,TR,30.6580,30.6580,0.0000,1,0,0
76,39.52,HO,13.6511,13.6511,0.0000,1,0,0
77,40.04,GT,125.2460,125.2460,0.0000,1,0,0
77,40.04,TR,30.6580,30.6580,0.0000,1,0,0
77,40.04,HO,14.2921,14.2921,0.0000,1,0,0
78,40.56,GT,125.2460,125.2460,0.0000,1,0,0
78,40.56,TR,30.6580,30.6580,0.0000,1,0,0
78,40.56,HO,14.9331,14.9331,0.0000,1,0,0
79,41.08,GT,125.2460,125.2460,0.0000,1,0,0
79,41.08,TR,30.6580,30.6580,0.0000,1,0,0
79,41.08,HO,15.5746,15.5746,0.0000,1,0,0
80,41.60,GT,125.2460,125.2460,0.0000,1,0,0
80,41.60,TR,30.6580,30.6580,0.0000,1,0,0
80,41.60,HO,16.2161,16.2161,0.0000,1,0,0
81,42.12,GT,125.2460,125.2460,0.0000,1,0,0
81,42.12,TR,30.6580,30.6580,0.0000,1,0,0
81,42.12,HO,16.8566,16.8566,0.0000,1,0,0
82,42.64,GT,125.2460,125.2460,0.0000,1,0,0
82,42.64,TR,30.6580,30.6580,0.0000,1,0,0
82,42.64,HO,17.4743,17.4743,0.0000,1,0,0
83,43.16,GT,125.2460,125.2460,0.0000,1,0,0
83,43.16,TR,30.6580,30.6580,0.0000,1,0,0
83,43.16,HO,17.9617,17.9617,0.0000,1,0,0
84,43.68,GT,125.2460,125.2460,0.0000,1,0,0
84,43.68,TR,30.6580,30.6580,0.0000,1,0,0
84,43.68,HO,18.3068,18.3068,0.0000,1,0,0
85,44.20,GT,125.2460,125.2460,0.0000,1,0,0
85,44.20,TR,30.6580,30.6580,0.0000,1,0,0
85,44.20,HO,18.5078,18.5078,0.0000,1,0,0
86,44.72,GT,125.2460,125.2460,0.0000,1,0,0
86,44.72,TR,30.6674,30.6674,0.0000,1,0,0
86,44.72,HO,18.5560,18.5560,0.0000,1,0,0
87,45.24,GT,125.2460,125.2460,0.0000,1,0,0
87,45.24,TR,30.8029,30.8029,0.0000,1,0,0
87,45.24,HO,18.5560,18.5560,0.0000,1,0,0
88,45.76,GT,125.2460,125.2460,0.0000,1,0,0
88,45.76,TR,31.0975,31.0975,0.0000,1,0,0
88,45.76,HO,18.5560,18.5560,0.0000,1,0,0
89,46.28,GT,125.2460,125.2460,0.0000,1,0,0
89,46.28,TR,31.5531,31.5531,0.0000,1,0,0
89,46.28,HO,18.5560,18.5560,0.0000,1,0,0
90,46.80,GT,125.2460,125.2460,0.0000,1,0,0
90,46.80,TR,32.1682,32.1682,0.0000,1,0,0
90,46.80,HO,18.5560,18.5560,0.0000,1,0,0
91,47.32,GT,125.2460,125.2460,0.0000,1,0,0
91,47.32,TR,32.9446,32.9446,0.0000,1,0,0
91,47.32,HO,18.5560,18.5560,0.0000,1,0,0
92,47.84,GT,125.2460,125.2460,0.0000,1,0,0
92,47.84,TR,33.8806,33.8806,0.0000,1,0,0
92,47.84,HO,18.5560,18.5560,0.0000,1,0,0
93,48.36,GT,125.2460,125.2460,0.0000,1,0,0
93,48.36,TR,34.9768,34.9768,0.0000,1,0,0
93,48.36,HO,18.5560,18.5560,0.0000,1,0,0
94,48.88,GT,125.2460,125.2460,0.0000,1,0,0
94,48.88,TR,36.2329,36.2329,0.0000,1,0,0
94,48.88,HO,18.5560,18.5560,0.0000,1,0,0
95,49.40,GT,125.2460,125.2460,0.0000,1,0,0
95,49.40,TR,37.6344,37.6344,0.0000,1,0,0
95,49.40,HO,18.5560,18.5560,0.0000,1,0,0
96,49.92,GT,125.2460,125.2460,0.0000,1,0,0
96,49.92,TR,38.9482,38.9482,0.0000,1,0,0
96,49.92,HO,18.5560,18.5560,0.0000,1,0,0
97,50.44,GT,125.2460,125.2460,0.0000,1,0,0
97,50.44,TR,40.0999,40.0999,0.0000,1,0,0
97,50.44,HO,18.5560,18.5560,0.0000,1,0,0
98,50.96,GT,125.2460,125.2460,0.0000,1,0,0
98,50.96,TR,41.0897,41.0897,0.0000,1,0,0
98,50.96,HO,18.5560,18.5560,0.0000,1,0,0
99,51.48,GT,125.2460,125.2460,0.0000,1,0,0
99,51.48,TR,41.9166,41.9166,0.0000,1,0,0
99,51.48,HO,18.5560,18.5560,0.0000,1,0,0
100,52.00,GT,125.2460,125.2460,0.0000,1,0,0
100,52.00,TR,42.5799,42.5799,0.0000,1,0,0
100,52.00,HO,18.5560,18.5560,0.0000,1,0,0
