trial,t_s,axis,commanded_m,rendered_m,error_m,pass,blocked,clamped
1,0.52,GT,118.5220,118.5220,0.0000,1,0,0
1,0.52,TR,24.0110,24.0110,0.0000,1,0,0
1,0.52,HO,33.0878,33.0878,0.0000,1,0,0
2,1.04,GT,118.5935,118.5935,0.0000,1,0,0
2,1.04,TR,24.2890,24.2890,0.0000,1,0,0
2,1.04,HO,32.8500,32.8500,0.0000,1,0,0
3,1.56,GT,118.7045,118.7045,0.0000,1,0,0
3,1.56,TR,24.7202,24.7202,0.0000,1,0,0
3,1.56,HO,32.4809,32.4809,0.0000,1,0,0
4,2.08,GT,118.8548,118.8548,0.0000,1,0,0
4,2.08,TR,25.3045,25.3045,0.0000,1,0,0
4,2.08,HO,31.9807,31.9807,0.0000,1,0,0
5,2.60,GT,119.0441,119.0441,0.0000,1,0,0
5,2.60,TR,26.0429,26.0429,0.0000,1,0,0
5,2.60,HO,31.3575,31.3575,0.0000,1,0,0
6,3.12,GT,119.2737,119.2737,0.0000,1,0,0
6,3.12,TR,26.9354,26.9354,0.0000,1,0,0
6,3.12,HO,30.7085,30.7085,0.0000,1,0,0
7,3.64,GT,119.5425,119.5425,0.0000,1,0,0
7,3.64,TR,27.9810,27.9810,0.0000,1,0,0
7,3.64,HO,30.0595,30.0595,0.0000,1,0,0
8,4.16,GT,119.8511,119.8511,0.0000,1,0,0
8,4.16,TR,29.1808,29.1808,0.0000,1,0,0
8,4.16,HO,29.4105,29.4105,0.0000,1,0,0
9,4.68,GT,120.1924,120.1924,0.0000,1,0,0
9,4.68,TR,30.5328,30.5328,0.0000,1,0,0
9,4.68,HO,28.7615,28.7615,0.0000,1,0,0
10,5.20,GT,120.5386,120.5386,0.0000,1,0,0
10,5.20,TR,32.0398,32.0398,0.0000,1,0,0
10,5.20,HO,28.1125,28.1125,0.0000,1,0,0
11,5.72,GT,120.8841,120.8841,0.0000,1,0,0
11,5.72,TR,33.6554,33.6554,0.0000,1,0,0
11,5.72,HO,27.4635,27.4635,0.0000,1,0,0
12,6.24,GT,121.2300,121.2300,0.0000,1,0,0
12,6.24,TR,35.1481,35.1481,0.0000,1,0,0
12,6.24,HO,26.8144,26.8144,0.0000,1,0,0
13,6.76,GT,121.5762,121.5762,0.0000,1,0,0
13,6.76,TR,36.4852,36.4852,0.0000,1,0,0
13,6.76,HO,26.1654,26.1654,0.0000,1,0,0
14,7.28,GT,121.9223,121.9223,0.0000,1,0,0
14,7.28,TR,37.6678,37.6678,0.0000,1,0,0
14,7.28,HO,25.5164,25.5164,0.0000,1,0,0
15,7.80,GT,122.2678,122.2678,0.0000,1,0,0
15,7.80,TR,38.6942,38.6942,0.0000,1,0,0
15,7.80,HO,24.8674,24.8674,0.0000,1,0,0
16,8.32,GT,122.6139,122.6139,0.0000,1,0,0
16,8.32,TR,39.5645,39.5645,0.0000,1,0,0
16,8.32,HO,24.2184,24.2184,0.0000,1,0,0
17,8.84,GT,122.9601,122.9601,0.0000,1,0,0
17,8.84,TR,40.2776,40.2776,0.0000,1,0,0
17,8.84,HO,23.5694,23.5694,0.0000,1,0,0
18,9.36,GT,123.3046,123.3046,0.0000,1,0,0
18,9.36,TR,40.8342,40.8342,0.0000,1,0,0
18,9.36,HO,22.9204,22.9204,0.0000,1,0,0
19,9.88,GT,123.6223,123.6223,0.0000,1,0,0
19,9.88,TR,41.2327,41.2327,0.0000,1,0,0
19,9.88,HO,22.2713,22.2713,0.0000,1,0,0
20,10.40,GT,123.9000,123.9000,0.0000,1,0,0
20,10.40,TR,41.4687,41.4687,0.0000,1,0,0
20,10.40,HO,21.6223,21.6223,0.0000,1,0,0
21,10.92,GT,124.1377,124.1377,0.0000,1,0,0
21,10.92,TR,41.5330,41.5330,0.0000,1,0,0
21,10.92,HO,20.9733,20.9733,0.0000,1,0,0
22,11.44,GT,124.3361,124.3361,0.0000,1,0,0
22,11.44,TR,41.5330,41.5330,0.0000,1,0,0
22,11.44,HO,20.3243,20.3243,0.0000,1,0,0
23,11.96,GT,124.4949,124.4949,0.0000,1,0,0
23,11.96,TR,41.5330,41.5330,0.0000,1,0,0
23,11.96,HO,19.6753,19.6753,0.0000,1,0,0
24,12.48,GT,124.6150,124.6150,0.0000,1,0,0
24,12.48,TR,41.5330,41.5330,0.0000,1,0,0
24,12.48,HO,19.0262,19.0262,0.0000,1,0,0
25,13.00,GT,124.6951,124.6951,0.0000,1,0,0
25,13.00,TR,41.5330,41.5330,0.0000,1,0,0
25,13.00,HO,18.3773,18.3772,0.0000,1,0,0
26,13.52,GT,124.7385,124.7385,0.0000,1,0,0
26,13.52,TR,41.5330,41.5330,0.0000,1,0,0
26,13.52,HO,17.7282,17.7282,0.0000,1,0,0
27,14.04,GT,124.7470,124.7470,0.0000,1,0,0
27,14.04,TR,41.5330,41.5330,0.0000,1,0,0
27,14.04,HO,17.0787,17.0787,0.0000,1,0,0
28,14.56,GT,124.7470,124.7470,0.0000,1,0,0
28,14.56,TR,41.5330,41.5330,0.0000,1,0,0
28,14.56,HO,16.4299,16.4299,0.0000,1,0,0
29,15.08,GT,124.7470,124.7470,0.0000,1,0,0
29,15.08,TR,41.5330,41.5330,0.0000,1,0,0
29,15.08,HO,15.7811,15.7811,0.0000,1,0,0
30,15.60,GT,124.7470,124.7470,0.0000,1,0,0
30,15.60,TR,41.5330,41.5330,0.0000,1,0,0
30,15.60,HO,15.1631,15.1631,0.0000,1,0,0
31,16.12,GT,124.7470,124.7470,0.0000,1,0,0
31,16.12,TR,41.5330,41.5330,0.0000,1,0,0
31,16.12,HO,14.6705,14.6705,0.0000,1,0,0
32,16.64,GT,124.7470,124.7470,0.0000,1,0,0
32,16.64,TR,41.5330,41.5330,0.0000,1,0,0
32,16.64,HO,14.3118,14.3118,0.0000,1,0,0
33,17.16,GT,124.7470,124.7470,0.0000,1,0,0
33,17.16,TR,41.5330,41.5330,0.0000,1,0,0
33,17.16,HO,14.0889,14.0889,0.0000,1,0,0
34,17.68,GT,124.7470,124.7470,0.0000,1,0,0
34,17.68,TR,41.5330,41.5330,0.0000,1,0,0
34,17.68,HO,14.0122,14.0122,0.0000,1,0,0
35,18.20,GT,124.7470,124.7470,0.0000,1,0,0
35,18.20,TR,41.5330,41.5330,0.0000,1,0,0
35,18.20,HO,14.0120,14.0120,0.0000,1,0,0
36,18.72,GT,124.7470,124.7470,0.0000,1,0,0
36,18.72,TR,41.5330,41.5330,0.0000,1,0,0
36,18.72,HO,14.0120,14.0120,0.0000,1,0,0
37,19.24,GT,124.7470,124.7470,0.0000,1,0,0
37,19.24,TR,41.5330,41.5330,0.0000,1,0,0
37,19.24,HO,14.0120,14.0120,0.0000,1,0,0
38,19.76,GT,124.7470,124.7470,0.0000,1,0,0
38,19.76,TR,41.5330,41.5330,0.0000,1,0,0
38,19.76,HO,14.0120,14.0120,0.0000,1,0,0
39,20.28,GT,124.7470,124.7470,0.0000,1,0,0
39,20.28,TR,41.5330,41.5330,0.0000,1,0,0
39,20.28,HO,14.0120,14.0120,0.0000,1,0,0
40,20.80,GT,124.7470,124.7470,0.0000,1,0,0
40,20.80,TR,41.5330,41.5330,0.0000,1,0,0
40,20.80,HO,14.0120,14.0120,0.0000,1,0,0
41,21.32,GT,124.7470,124.7470,0.0000,1,0,0
41,21.32,TR,41.5330,41.5330,0.0000,1,0,0
41,21.32,HO,14.0120,14.0120,0.0000,1,0,0
42,21.84,GT,124.7470,124.7470,0.0000,1,0,0
42,21.84,TR,41.5330,41.5330,0.0000,1,0,0
42,21.84,HO,14.0120,14.0120,0.0000,1,0,0
43,22.36,GT,124.7470,124.7470,0.0000,1,0,0
43,22.36,TR,41.5330,41.5330,0.0000,1,0,0
43,22.36,HO,14.0120,14.0120,0.0000,1,0,0
44,22.88,GT,124.7470,124.7470,0.0000,1,0,0
44,22.88,TR,41.5330,41.5330,0.0000,1,0,0
44,22.88,HO,14.0120,14.0120,0.0000,1,0,0
45,23.40,GT,124.7470,124.7470,0.0000,1,0,0
45,23.40,TR,41.5330,41.5330,0.0000,1,0,0
45,23.40,HO,14.0120,14.0120,0.0000,1,0,0
46,23.92,GT,124.7470,124.7470,0.0000,1,0,0
46,23.92,TR,41.5330,41.5330,0.0000,1,0,0
46,23.92,HO,14.0120,14.0120,0.0000,1,0,0
47,24.44,GT,124.7470,124.7470,0.0000,1,0,0
47,24.44,TR,41.5330,41.5330,0.0000,1,0,0
47,24.44,HO,14.0120,14.0120,0.0000,1,0,0
48,24.96,GT,124.7470,124.7470,0.0000,1,0,0
48,24.96,TR,41.5330,41.5330,0.0000,1,0,0
48,24.96,HO,14.0366,14.0366,0.0000,1,0,0
49,25.48,GT,124.7470,124.7470,0.0000,1,0,0
49,25.48,TR,41.5330,41.5330,0.0000,1,0,0
49,25.48,HO,14.1833,14.1833,0.0000,1,0,0
50,26.00,GT,124.7470,124.7470,0.0000,1,0,0
50,26.00,TR,41.5330,41.5330,0.0000,1,0,0
50,26.00,HO,14.3312,14.3312,0.0000,1,0,0
51,26.52,GT,124.7470,124.7470,0.0000,1,0,0
51,26.52,TR,41.5330,41.5330,0.0000,1,0,0
51,26.52,HO,14.3277,14.3277,0.0000,1,0,0
52,27.04,GT,124.7470,124.7470,0.0000,1,0,0
52,27.04,TR,41.5330,41.5330,0.0000,1,0,0
52,27.04,HO,14.1913,14.1913,0.0000,1,0,0
53,27.56,GT,124.7470,124.7470,0.0000,1,0,0
53,27.56,TR,41.5330,41.5330,0.0000,1,0,0
53,27.56,HO,14.0091,14.0091,0.0000,1,0,0
54,28.08,GT,124.7470,124.7470,0.0000,1,0,0
54,28.08,TR,41.5330,41.5330,0.0000,1,0,0
54,28.08,HO,13.9362,13.9362,0.0000,1,0,0
55,28.60,GT,124.7470,124.7470,0.0000,1,0,0
55,28.60,TR,41.5330,41.5330,0.0000,1,0,0
55,28.60,HO,13.9360,13.9360,0.0000,1,0,0
56,29.12,GT,124.7470,124.7470,0.0000,1,0,0
56,29.12,TR,41.5330,41.5330,0.0000,1,0,0
56,29.12,HO,13.9360,13.9360,0.0000,1,0,0
57,29.64,GT,124.7470,124.7470,0.0000,1,0,0
57,29.64,TR,41.5330,41.5330,0.0000,1,0,0
57,29.64,HO,13.9360,13.9360,0.0000,1,0,0
58,30.16,GT,124.7470,124.7470,0.0000,1,0,0
58,30.16,TR,41.5330,41.5330,0.0000,1,0,0
58,30.16,HO,13.9474,13.9474,0.0000,1,0,0
59,30.68,GT,124.7470,124.7470,0.0000,1,0,0
59,30.68,TR,41.5330,41.5330,0.0000,1,0,0
59,30.68,HO,14.0688,14.0688,0.0000,1,0,0
60,31.20,GT,124.7470,124.7470,0.0000,1,0,0
60,31.20,TR,41.5330,41.5330,0.0000,1,0,0
60,31.20,HO,14.3217,14.3217,0.0000,1,0,0
61,31.72,GT,124.7470,124.7470,0.0000,1,0,0
61,31.72,TR,41.5330,41.5330,0.0000,1,0,0
61,31.72,HO,14.7067,14.7067,0.0000,1,0,0
62,32.24,GT,124.7470,124.7470,0.0000,1,0,0
62,32.24,TR,41.5330,41.5330,0.0000,1,0,0
62,32.24,HO,15.2227,15.2227,0.0000,1,0,0
63,32.76,GT,124.7470,124.7470,0.0000,1,0,0
63,32.76,TR,41.5330,41.5330,0.0000,1,0,0
63,32.76,HO,15.8541,15.8541,0.0000,1,0,0
64,33.28,GT,124.7470,124.7470,0.0000,1,0,0
64,33.28,TR,41.5330,41.5330,0.0000,1,0,0
64,33.28,HO,16.5030,16.5030,0.0000,1,0,0
65,33.80,GT,124.7470,124.7470,0.0000,1,0,0
65,33.80,TR,41.5330,41.5330,0.0000,1,0,0
65,33.80,HO,17.1514,17.1514,0.0000,1,0,0
66,34.32,GT,124.7470,124.7470,0.0000,1,0,0
66,34.32,TR,41.5330,41.5330,0.0000,1,0,0
66,34.32,HO,17.7177,17.7177,0.0000,1,0,0
67,34.84,GT,124.7470,124.7470,0.0000,1,0,0
67,34.84,TR,41.5330,41.5330,0.0000,1,0,0
67,34.84,HO,18.1491,18.1491,0.0000,1,0,0
68,35.36,GT,124.7470,124.7470,0.0000,1,0,0
68,35.36,TR,41.5330,41.5330,0.0000,1,0,0
68,35.36,HO,18.4438,18.4438,0.0000,1,0,0
69,35.88,GT,124.7470,124.7470,0.0000,1,0,0
69,35.88,TR,41.5330,41.5330,0.0000,1,0,0
69,35.88,HO,18.5992,18.5992,0.0000,1,0,0
70,36.40,GT,118.4976,118.4976,0.0000,1,0,0
70,36.40,TR,23.9163,23.9163,0.0000,1,0,0
70,36.40,HO,33.1690,33.1690,0.0000,1,0,0
71,36.92,GT,118.5449,118.5449,0.0000,1,0,0
71,36.92,TR,24.1003,24.1003,0.0000,1,0,0
71,36.92,HO,33.0118,33.0118,0.0000,1,0,0
72,37.44,GT,118.6315,118.6315,0.0000,1,0,0
72,37.44,TR,24.4364,24.4364,0.0000,1,0,0
72,37.44,HO,32.7236,32.7236,0.0000,1,0,0
73,37.96,GT,118.7576,118.7576,0.0000,1,0,0
73,37.96,TR,24.9265,24.9265,0.0000,1,0,0
73,37.96,HO,32.3040,32.3040,0.0000,1,0,0
74,38.48,GT,118.9235,118.9235,0.0000,1,0,0
74,38.48,TR,25.5703,25.5703,0.0000,1,0,0
74,38.48,HO,31.7528,31.7528,0.0000,1,0,0
75,39.00,GT,119.1283,119.1283,0.0000,1,0,0
75,39.00,TR,26.3680,26.3680,0.0000,1,0,0
75,39.00,HO,31.1077,31.1077,0.0000,1,0,0
76,39.52,GT,119.3723,119.3723,0.0000,1,0,0
76,39.52,TR,27.3196,27.3196,0.0000,1,0,0
76,39.52,HO,30.4589,30.4589,0.0000,1,0,0
77,40.04,GT,119.6565,119.6565,0.0000,1,0,0
77,40.04,TR,28.4243,28.4243,0.0000,1,0,0
77,40.04,HO,29.8096,29.8096,0.0000,1,0,0
78,40.56,GT,119.9795,119.9795,0.0000,1,0,0
78,40.56,TR,29.6823,29.6823,0.0000,1,0,0
78,40.56,HO,29.1606,29.1606,0.0000,1,0,0
79,41.08,GT,120.3254,120.3254,0.0000,1,0,0
79,41.08,TR,31.0945,31.0945,0.0000,1,0,0
79,41.08,HO,28.5116,28.5116,0.0000,1,0,0
80,41.60,GT,120.6716,120.6716,0.0000,1,0,0
80,41.60,TR,32.6597,32.6597,0.0000,1,0,0
80,41.60,HO,27.8626,27.8626,0.0000,1,0,0
81,42.12,GT,121.0171,121.0171,0.0000,1,0,0
81,42.12,TR,34.2476,34.2476,0.0000,1,0,0
81,42.12,HO,27.2135,27.2135,0.0000,1,0,0
82,42.64,GT,121.3630,121.3630,0.0000,1,0,0
82,42.64,TR,35.6805,35.6805,0.0000,1,0,0
82,42.64,HO,26.5645,26.5645,0.0000,1,0,0
83,43.16,GT,121.7092,121.7092,0.0000,1,0,0
83,43.16,TR,36.9584,36.9584,0.0000,1,0,0
83,43.16,HO,25.9155,25.9155,0.0000,1,0,0
84,43.68,GT,122.0553,122.0553,0.0000,1,0,0
84,43.68,TR,38.0807,38.0807,0.0000,1,0,0
84,43.68,HO,25.2665,25.2665,0.0000,1,0,0
85,44.20,GT,122.4007,122.4007,0.0000,1,0,0
85,44.20,TR,39.0469,39.0469,0.0000,1,0,0
85,44.20,HO,24.6175,24.6175,0.0000,1,0,0
86,44.72,GT,122.7468,122.7468,0.0000,1,0,0
86,44.72,TR,39.8570,39.8570,0.0000,1,0,0
86,44.72,HO,23.9685,23.9685,0.0000,1,0,0
87,45.24,GT,123.0930,123.0930,0.0000,1,0,0
87,45.24,TR,40.5100,40.5100,0.0000,1,0,0
87,45.24,HO,23.3195,23.3194,0.0000,1,0,0
88,45.76,GT,123.4314,123.4314,0.0000,1,0,0
88,45.76,TR,41.0057,41.0057,0.0000,1,0,0
88,45.76,HO,22.6704,22.6704,0.0000,1,0,0
89,46.28,GT,123.7335,123.7335,0.0000,1,0,0
89,46.28,TR,41.3428,41.3428,0.0000,1,0,0
89,46.28,HO,22.0214,22.0214,0.0000,1,0,0
90,46.80,GT,123.9956,123.9956,0.0000,1,0,0
90,46.80,TR,41.5144,41.5144,0.0000,1,0,0
90,46.80,HO,21.3724,21.3724,0.0000,1,0,0
91,47.32,GT,124.2187,124.2187,0.0000,1,0,0
91,47.32,TR,41.5330,41.5330,0.0000,1,0,0
91,47.32,HO,20.7234,20.7234,0.0000,1,0,0
92,47.84,GT,124.4020,124.4020,0.0000,1,0,0
92,47.84,TR,41.5330,41.5330,0.0000,1,0,0
92,47.84,HO,20.0744,20.0744,0.0000,1,0,0
93,48.36,GT,124.5458,124.5458,0.0000,1,0,0
93,48.36,TR,41.5330,41.5330,0.0000,1,0,0
93,48.36,HO,19.4254,19.4254,0.0000,1,0,0
94,48.88,GT,124.6503,124.6503,0.0000,1,0,0
94,48.88,TR,41.5330,41.5330,0.0000,1,0,0
94,48.88,HO,18.7763,18.7763,0.0000,1,0,0
95,49.40,GT,124.7158,124.7158,0.0000,1,0,0
95,49.40,TR,41.5330,41.5330,0.0000,1,0,0
95,49.40,HO,18.1273,18.1273,0.0000,1,0,0
96,49.92,GT,124.7456,124.7456,0.0000,1,0,0
96,49.92,TR,41.5330,41.5330,0.0000,1,0,0
96,49.92,HO,17.4783,17.4783,0.0000,1,0,0
97,50.44,GT,124.7470,124.7470,0.0000,1,0,0
97,50.44,TR,41.5330,41.5330,0.0000,1,0,0
97,50.44,HO,16.8293,16.8293,0.0000,1,0,0
98,50.96,GT,124.7470,124.7470,0.0000,1,0,0
98,50.96,TR,41.5330,41.5330,0.0000,1,0,0
98,50.96,HO,16.1803,16.1803,0.0000,1,0,0
99,51.48,GT,124.7470,124.7470,0.0000,1,0,0
99,51.48,TR,41.5330,41.5330,0.0000,1,0,0
99,51.48,HO,15.5313,15.5313,0.0000,1,0,0
100,52.00,GT,124.7470,124.7470,0.0000,1,0,0
100,52.00,TR,41.5330,41.5330,0.0000,1,0,0
100,52.00,HO,14.9582,14.9582,0.0000,1,0,0
