trial,t_s,axis,commanded_m,rendered_m,error_m,pass,blocked,clamped
1,0.52,GT,118.5243,118.5243,0.0000,1,0,0
1,0.52,TR,24.0143,24.0143,0.0000,1,0,0
1,0.52,HO,33.0891,33.0891,0.0000,1,0,0
2,1.04,GT,118.6005,118.6005,0.0000,1,0,0
2,1.04,TR,24.2985,24.2985,0.0000,1,0,0
2,1.04,HO,32.8545,32.8545,0.0000,1,0,0
3,1.56,GT,118.7182,118.7182,0.0000,1,0,0
3,1.56,TR,24.7393,24.7393,0.0000,1,0,0
3,1.56,HO,32.4903,32.4903,0.0000,1,0,0
4,2.08,GT,118.8786,118.8786,0.0000,1,0,0
4,2.08,TR,25.3372,25.3372,0.0000,1,0,0
4,2.08,HO,31.9965,31.9965,0.0000,1,0,0
5,2.60,GT,119.0804,119.0804,0.0000,1,0,0
5,2.60,TR,26.0923,26.0923,0.0000,1,0,0
5,2.60,HO,31.3741,31.3741,0.0000,1,0,0
6,3.12,GT,119.3243,119.3243,0.0000,1,0,0
6,3.12,TR,27.0056,27.0056,0.0000,1,0,0
6,3.12,HO,30.7053,30.7053,0.0000,1,0,0
7,3.64,GT,119.6105,119.6105,0.0000,1,0,0
7,3.64,TR,28.0755,28.0755,0.0000,1,0,0
7,3.64,HO,30.0365,30.0365,0.0000,1,0,0
8,4.16,GT,119.9389,119.9389,0.0000,1,0,0
8,4.16,TR,29.3020,29.3020,0.0000,1,0,0
8,4.16,HO,29.3674,29.3674,0.0000,1,0,0
9,4.68,GT,120.2902,120.2902,0.0000,1,0,0
9,4.68,TR,30.6852,30.6852,0.0000,1,0,0
9,4.68,HO,28.6988,28.6988,0.0000,1,0,0
10,5.20,GT,120.6408,120.6408,0.0000,1,0,0
10,5.20,TR,32.2265,32.2265,0.0000,1,0,0
10,5.20,HO,28.0301,28.0301,0.0000,1,0,0
11,5.72,GT,120.9924,120.9924,0.0000,1,0,0
11,5.72,TR,33.8729,33.8729,0.0000,1,0,0
11,5.72,HO,27.3613,27.3613,0.0000,1,0,0
12,6.24,GT,121.3440,121.3440,0.0000,1,0,0
12,6.24,TR,35.3891,35.3891,0.0000,1,0,0
12,6.24,HO,26.6919,26.6919,0.0000,1,0,0
13,6.76,GT,121.6956,121.6956,0.0000,1,0,0
13,6.76,TR,36.7471,36.7471,0.0000,1,0,0
13,6.76,HO,26.0233,26.0233,0.0000,1,0,0
14,7.28,GT,122.0463,122.0463,0.0000,1,0,0
14,7.28,TR,37.9455,37.9455,0.0000,1,0,0
14,7.28,HO,25.3547,25.3547,0.0000,1,0,0
15,7.80,GT,122.3979,122.3979,0.0000,1,0,0
15,7.80,TR,38.9854,38.9854,0.0000,1,0,0
15,7.80,HO,24.6860,24.6860,0.0000,1,0,0
16,8.32,GT,122.7495,122.7495,0.0000,1,0,0
16,8.32,TR,39.8641,39.8641,0.0000,1,0,0
16,8.32,HO,24.0172,24.0172,0.0000,1,0,0
17,8.84,GT,123.1011,123.1011,0.0000,1,0,0
17,8.84,TR,40.5836,40.5836,0.0000,1,0,0
17,8.84,HO,23.3479,23.3479,0.0000,1,0,0
18,9.36,GT,123.4520,123.4520,0.0000,1,0,0
18,9.36,TR,41.1422,41.1422,0.0000,1,0,0
18,9.36,HO,22.6793,22.6792,0.0000,1,0,0
19,9.88,GT,123.8034,123.8034,0.0000,1,0,0
19,9.88,TR,41.5388,41.5388,0.0000,1,0,0
19,9.88,HO,22.0106,22.0106,0.0000,1,0,0
20,10.40,GT,124.1503,124.1503,0.0000,1,0,0
20,10.40,TR,41.7695,41.7695,0.0000,1,0,0
20,10.40,HO,21.3419,21.3419,0.0000,1,0,0
21,10.92,GT,124.4596,124.4596,0.0000,1,0,0
21,10.92,TR,41.8280,41.8280,0.0000,1,0,0
21,10.92,HO,20.6724,20.6724,0.0000,1,0,0
22,11.44,GT,124.7266,124.7266,0.0000,1,0,0
22,11.44,TR,41.8280,41.8280,0.0000,1,0,0
22,11.44,HO,20.0258,20.0258,0.0000,1,0,0
23,11.96,GT,124.9514,124.9514,0.0000,1,0,0
23,11.96,TR,41.8280,41.8280,0.0000,1,0,0
23,11.96,HO,19.4961,19.4961,0.0000,1,0,0
24,12.48,GT,125.1339,125.1339,0.0000,1,0,0
24,12.48,TR,41.8280,41.8280,0.0000,1,0,0
24,12.48,HO,19.0966,19.0966,0.0000,1,0,0
25,13.00,GT,125.2732,125.2732,0.0000,1,0,0
25,13.00,TR,41.8280,41.8280,0.0000,1,0,0
25,13.00,HO,18.8272,18.8272,0.0000,1,0,0
26,13.52,GT,125.3682,125.3682,0.0000,1,0,0
26,13.52,TR,41.8280,41.8280,0.0000,1,0,0
26,13.52,HO,18.6702,18.6702,0.0000,1,0,0
27,14.04,GT,125.4195,125.4195,0.0000,1,0,0
27,14.04,TR,41.8280,41.8280,0.0000,1,0,0
27,14.04,HO,18.6430,18.6430,0.0000,1,0,0
28,14.56,GT,125.4270,125.4270,0.0000,1,0,0
28,14.56,TR,41.7768,41.7768,0.0000,1,0,0
28,14.56,HO,18.6380,18.6380,0.0000,1,0,0
29,15.08,GT,125.4270,125.4270,0.0000,1,0,0
29,15.08,TR,41.5712,41.5712,0.0000,1,0,0
29,15.08,HO,18.6380,18.6380,0.0000,1,0,0
30,15.60,GT,125.4270,125.4270,0.0000,1,0,0
30,15.60,TR,41.2091,41.2091,0.0000,1,0,0
30,15.60,HO,18.6380,18.6380,0.0000,1,0,0
31,16.12,GT,125.4270,125.4270,0.0000,1,0,0
31,16.12,TR,40.6889,40.6889,0.0000,1,0,0
31,16.12,HO,18.6380,18.6380,0.0000,1,0,0
32,16.64,GT,125.4270,125.4270,0.0000,1,0,0
32,16.64,TR,40.0116,40.0116,0.0000,1,0,0
32,16.64,HO,18.6380,18.6380,0.0000,1,0,0
33,17.16,GT,125.4270,125.4270,0.0000,1,0,0
33,17.16,TR,39.1777,39.1777,0.0000,1,0,0
33,17.16,HO,18.6380,18.6380,0.0000,1,0,0
34,17.68,GT,125.4270,125.4270,0.0000,1,0,0
34,17.68,TR,38.1868,38.1868,0.0000,1,0,0
34,17.68,HO,18.6380,18.6380,0.0000,1,0,0
35,18.20,GT,125.4270,125.4270,0.0000,1,0,0
35,18.20,TR,37.0384,37.0384,0.0000,1,0,0
35,18.20,HO,18.6380,18.6380,0.0000,1,0,0
36,18.72,GT,125.4270,125.4270,0.0000,1,0,0
36,18.72,TR,35.7523,35.7523,0.0000,1,0,0
36,18.72,HO,18.6380,18.6380,0.0000,1,0,0
37,19.24,GT,125.4270,125.4270,0.0000,1,0,0
37,19.24,TR,34.5593,34.5593,0.0000,1,0,0
37,19.24,HO,18.6380,18.6380,0.0000,1,0,0
38,19.76,GT,125.4270,125.4270,0.0000,1,0,0
38,19.76,TR,33.5258,33.5258,0.0000,1,0,0
38,19.76,HO,18.6380,18.6380,0.0000,1,0,0
39,20.28,GT,125.4270,125.4270,0.0000,1,0,0
39,20.28,TR,32.6509,32.6509,0.0000,1,0,0
39,20.28,HO,18.6380,18.6380,0.0000,1,0,0
40,20.80,GT,125.4270,125.4270,0.0000,1,0,0
40,20.80,TR,31.9375,31.9375,0.0000,1,0,0
40,20.80,HO,18.6380,18.6380,0.0000,1,0,0
41,21.32,GT,125.4270,125.4270,0.0000,1,0,0
41,21.32,TR,31.3850,31.3850,0.0000,1,0,0
41,21.32,HO,18.6380,18.6380,0.0000,1,0,0
42,21.84,GT,125.4270,125.4270,0.0000,1,0,0
42,21.84,TR,30.9948,30.9948,0.0000,1,0,0
42,21.84,HO,18.6380,18.6380,0.0000,1,0,0
43,22.36,GT,125.4270,125.4270,0.0000,1,0,0
43,22.36,TR,30.7703,30.7703,0.0000,1,0,0
43,22.36,HO,18.6380,18.6380,0.0000,1,0,0
44,22.88,GT,125.4270,125.4270,0.0000,1,0,0
44,22.88,TR,30.7180,30.7180,0.0000,1,0,0
44,22.88,HO,18.6380,18.6380,0.0000,1,0,0
45,23.40,GT,125.4270,125.4270,0.0000,1,0,0
45,23.40,TR,30.7180,30.7180,0.0000,1,0,0
45,23.40,HO,18.6380,18.6380,0.0000,1,0,0
46,23.92,GT,125.4270,125.4270,0.0000,1,0,0
46,23.92,TR,30.7180,30.7180,0.0000,1,0,0
46,23.92,HO,18.6380,18.6380,0.0000,1,0,0
47,24.44,GT,125.4270,125.4270,0.0000,1,0,0
47,24.44,TR,30.7180,30.7180,0.0000,1,0,0
47,24.44,HO,18.6380,18.6380,0.0000,1,0,0
48,24.96,GT,125.4270,125.4270,0.0000,1,0,0
48,24.96,TR,30.7180,30.7180,0.0000,1,0,0
48,24.96,HO,18.6380,18.6380,0.0000,1,0,0
49,25.48,GT,125.4270,125.4270,0.0000,1,0,0
49,25.48,TR,30.7180,30.7180,0.0000,1,0,0
49,25.48,HO,18.6380,18.6380,0.0000,1,0,0
50,26.00,GT,118.4935,118.4935,0.0000,1,0,0
50,26.00,TR,23.8989,23.8989,0.0000,1,0,0
50,26.00,HO,33.1844,33.1844,0.0000,1,0,0
51,26.52,GT,118.5360,118.5360,0.0000,1,0,0
51,26.52,TR,24.0570,24.0570,0.0000,1,0,0
51,26.52,HO,33.0541,33.0541,0.0000,1,0,0
52,27.04,GT,118.6201,118.6201,0.0000,1,0,0
52,27.04,TR,24.3714,24.3714,0.0000,1,0,0
52,27.04,HO,32.7942,32.7942,0.0000,1,0,0
53,27.56,GT,118.7457,118.7457,0.0000,1,0,0
53,27.56,TR,24.8430,24.8430,0.0000,1,0,0
53,27.56,HO,32.4047,32.4047,0.0000,1,0,0
54,28.08,GT,118.9137,118.9137,0.0000,1,0,0
54,28.08,TR,25.4713,25.4713,0.0000,1,0,0
54,28.08,HO,31.8856,31.8856,0.0000,1,0,0
55,28.60,GT,119.1247,119.1247,0.0000,1,0,0
55,28.60,TR,26.2567,26.2567,0.0000,1,0,0
55,28.60,HO,31.2446,31.2446,0.0000,1,0,0
56,29.12,GT,119.3762,119.3762,0.0000,1,0,0
56,29.12,TR,27.2001,27.2001,0.0000,1,0,0
56,29.12,HO,30.5757,30.5757,0.0000,1,0,0
57,29.64,GT,119.6708,119.6708,0.0000,1,0,0
57,29.64,TR,28.3001,28.3001,0.0000,1,0,0
57,29.64,HO,29.9069,29.9069,0.0000,1,0,0
58,30.16,GT,120.0062,120.0062,0.0000,1,0,0
58,30.16,TR,29.5575,29.5575,0.0000,1,0,0
58,30.16,HO,29.2381,29.2381,0.0000,1,0,0
59,30.68,GT,120.3576,120.3576,0.0000,1,0,0
