trial,t_s,axis,commanded_m,rendered_m,error_m,pass,blocked,clamped
1,0.52,GT,118.5220,118.5220,0.0000,1,0,0
1,0.52,TR,24.0153,24.0153,0.0000,1,0,0
1,0.52,HO,33.0911,33.0911,0.0000,1,0,0
2,1.04,GT,118.5930,118.5930,0.0000,1,0,0
2,1.04,TR,24.3015,24.3015,0.0000,1,0,0
2,1.04,HO,32.8595,32.8595,0.0000,1,0,0
3,1.56,GT,118.7035,118.7035,0.0000,1,0,0
3,1.56,TR,24.7460,24.7460,0.0000,1,0,0
3,1.56,HO,32.5003,32.5003,0.0000,1,0,0
4,2.08,GT,118.8528,118.8528,0.0000,1,0,0
4,2.08,TR,25.3481,25.3481,0.0000,1,0,0
4,2.08,HO,32.0134,32.0134,0.0000,1,0,0
5,2.60,GT,119.0411,119.0411,0.0000,1,0,0
5,2.60,TR,26.1094,26.1094,0.0000,1,0,0
5,2.60,HO,31.4037,31.4037,0.0000,1,0,0
6,3.12,GT,119.2694,119.2694,0.0000,1,0,0
6,3.12,TR,27.0289,27.0289,0.0000,1,0,0
6,3.12,HO,30.7641,30.7641,0.0000,1,0,0
7,3.64,GT,119.5365,119.5365,0.0000,1,0,0
7,3.64,TR,28.1065,28.1065,0.0000,1,0,0
7,3.64,HO,30.1245,30.1245,0.0000,1,0,0
8,4.16,GT,119.8431,119.8431,0.0000,1,0,0
8,4.16,TR,29.3424,29.3424,0.0000,1,0,0
8,4.16,HO,29.4849,29.4849,0.0000,1,0,0
9,4.68,GT,120.1890,120.1890,0.0000,1,0,0
9,4.68,TR,30.7359,30.7359,0.0000,1,0,0
9,4.68,HO,28.8453,28.8453,0.0000,1,0,0
10,5.20,GT,120.5592,120.5592,0.0000,1,0,0
10,5.20,TR,32.2887,32.2887,0.0000,1,0,0
10,5.20,HO,28.2047,28.2047,0.0000,1,0,0
11,5.72,GT,120.9303,120.9303,0.0000,1,0,0
11,5.72,TR,33.9016,33.9016,0.0000,1,0,0
11,5.72,HO,27.5651,27.5651,0.0000,1,0,0
12,6.24,GT,121.3015,121.3015,0.0000,1,0,0
12,6.24,TR,35.3616,35.3616,0.0000,1,0,0
12,6.24,HO,26.9254,26.9254,0.0000,1,0,0
13,6.76,GT,121.6727,121.6727,0.0000,1,0,0
13,6.76,TR,36.6613,36.6613,0.0000,1,0,0
13,6.76,HO,26.2858,26.2858,0.0000,1,0,0
14,7.28,GT,122.0440,122.0440,0.0000,1,0,0
14,7.28,TR,37.8016,37.8016,0.0000,1,0,0
14,7.28,HO,25.6462,25.6462,0.0000,1,0,0
15,7.80,GT,122.4152,122.4151,0.0000,1,0,0
15,7.80,TR,38.7812,38.7812,0.0000,1,0,0
15,7.80,HO,25.0066,25.0066,0.0000,1,0,0
16,8.32,GT,122.7864,122.7864,0.0000,1,0,0
