trial,t_s,axis,commanded_m,rendered_m,error_m,pass,blocked,clamped
1,0.52,GT,118.5263,118.5263,0.0000,1,0,0
1,0.52,TR,24.0229,24.0229,0.0000,1,0,0
1,0.52,HO,33.0891,33.0891,0.0000,1,0,0
2,1.04,GT,118.6060,118.6060,0.0000,1,0,0
2,1.04,TR,24.3240,24.3240,0.0000,1,0,0
2,1.04,HO,32.8555,32.8555,0.0000,1,0,0
3,1.56,GT,118.7296,118.7296,0.0000,1,0,0
3,1.56,TR,24.7925,24.7925,0.0000,1,0,0
3,1.56,HO,32.4923,32.4923,0.0000,1,0,0
4,2.08,GT,118.8974,118.8974,0.0000,1,0,0
4,2.08,TR,25.4274,25.4274,0.0000,1,0,0
4,2.08,HO,31.9995,31.9995,0.0000,1,0,0
5,2.60,GT,119.1096,119.1096,0.0000,1,0,0
5,2.60,TR,26.2293,26.2293,0.0000,1,0,0
5,2.60,HO,31.3837,31.3837,0.0000,1,0,0
6,3.12,GT,119.3662,119.3662,0.0000,1,0,0
6,3.12,TR,27.1982,27.1982,0.0000,1,0,0
6,3.12,HO,30.7401,30.7401,0.0000,1,0,0
7,3.64,GT,119.6670,119.6670,0.0000,1,0,0
7,3.64,TR,28.3340,28.3340,0.0000,1,0,0
7,3.64,HO,30.0960,30.0960,0.0000,1,0,0
8,4.16,GT,120.0103,120.0103,0.0000,1,0,0
8,4.16,TR,29.6365,29.6365,0.0000,1,0,0
8,4.16,HO,29.4522,29.4522,0.0000,1,0,0
9,4.68,GT,120.3710,120.3710,0.0000,1,0,0
9,4.68,TR,31.1054,31.1054,0.0000,1,0,0
9,4.68,HO,28.8084,28.8084,0.0000,1,0,0
10,5.20,GT,120.7310,120.7310,0.0000,1,0,0
10,5.20,TR,32.7385,32.7385,0.0000,1,0,0
10,5.20,HO,28.1646,28.1646,0.0000,1,0,0
11,5.72,GT,121.0917,121.0917,0.0000,1,0,0
11,5.72,TR,34.3540,34.3540,0.0000,1,0,0
11,5.72,HO,27.5208,27.5208,0.0000,1,0,0
12,6.24,GT,121.4525,121.4525,0.0000,1,0,0
12,6.24,TR,35.8026,35.8026,0.0000,1,0,0
12,6.24,HO,26.8769,26.8769,0.0000,1,0,0
13,6.76,GT,121.8130,121.8130,0.0000,1,0,0
13,6.76,TR,37.0855,37.0855,0.0000,1,0,0
13,6.76,HO,26.2331,26.2331,0.0000,1,0,0
14,7.28,GT,122.1731,122.1731,0.0000,1,0,0
14,7.28,TR,38.2011,38.2011,0.0000,1,0,0
14,7.28,HO,25.5892,25.5892,0.0000,1,0,0
15,7.80,GT,122.5340,122.5340,0.0000,1,0,0
15,7.80,TR,39.1495,39.1495,0.0000,1,0,0
15,7.80,HO,24.9446,24.9446,0.0000,1,0,0
16,8.32,GT,122.8948,122.8948,0.0000,1,0,0
16,8.32,TR,39.9518,39.9518,0.0000,1,0,0
16,8.32,HO,24.3010,24.3010,0.0000,1,0,0
17,8.84,GT,123.2551,123.2551,0.0000,1,0,0
17,8.84,TR,40.5951,40.5951,0.0000,1,0,0
17,8.84,HO,23.6569,23.6569,0.0000,1,0,0
18,9.36,GT,123.6147,123.6147,0.0000,1,0,0
18,9.36,TR,41.0673,41.0673,0.0000,1,0,0
18,9.36,HO,23.0131,23.0131,0.0000,1,0,0
19,9.88,GT,123.9431,123.9431,0.0000,1,0,0
19,9.88,TR,41.3649,41.3649,0.0000,1,0,0
19,9.88,HO,22.3692,22.3692,0.0000,1,0,0
20,10.40,GT,124.2271,124.2271,0.0000,1,0,0
20,10.40,TR,41.4780,41.4780,0.0000,1,0,0
20,10.40,HO,21.7254,21.7254,0.0000,1,0,0
21,10.92,GT,124.4667,124.4667,0.0000,1,0,0
21,10.92,TR,41.4780,41.4780,0.0000,1,0,0
21,10.92,HO,21.0816,21.0816,0.0000,1,0,0
22,11.44,GT,124.6631,124.6631,0.0000,1,0,0
22,11.44,TR,41.4780,41.4780,0.0000,1,0,0
22,11.44,HO,20.4378,20.4378,0.0000,1,0,0
23,11.96,GT,124.8145,124.8146,0.0000,1,0,0
23,11.96,TR,41.4780,41.4780,0.0000,1,0,0
23,11.96,HO,19.8178,19.8178,0.0000,1,0,0
24,12.48,GT,124.9223,124.9223,0.0000,1,0,0
24,12.48,TR,41.4780,41.4780,0.0000,1,0,0
24,12.48,HO,19.3183,19.3183,0.0000,1,0,0
25,13.00,GT,124.9858,124.9858,0.0000,1,0,0
25,13.00,TR,41.4780,41.4780,0.0000,1,0,0
25,13.00,HO,18.9482,18.9482,0.0000,1,0,0
26,13.52,GT,125.0050,125.0050,0.0000,1,0,0
26,13.52,TR,41.4780,41.4780,0.0000,1,0,0
26,13.52,HO,18.6888,18.6888,0.0000,1,0,0
27,14.04,GT,125.0050,125.0050,0.0000,1,0,0
27,14.04,TR,41.4780,41.4780,0.0000,1,0,0
27,14.04,HO,18.5635,18.5635,0.0000,1,0,0
28,14.56,GT,125.0050,125.0050,0.0000,1,0,0
28,14.56,TR,41.4780,41.4780,0.0000,1,0,0
28,14.56,HO,18.5117,18.5117,0.0000,1,0,0
29,15.08,GT,125.0050,125.0050,0.0000,1,0,0
29,15.08,TR,41.4780,41.4780,0.0000,1,0,0
29,15.08,HO,18.3422,18.3422,0.0000,1,0,0
30,15.60,GT,125.0050,125.0050,0.0000,1,0,0
30,15.60,TR,41.4780,41.4780,0.0000,1,0,0
30,15.60,HO,18.0436,18.0436,0.0000,1,0,0
31,16.12,GT,125.0050,125.0050,0.0000,1,0,0
31,16.12,TR,41.4780,41.4780,0.0000,1,0,0
31,16.12,HO,17.6149,17.6149,0.0000,1,0,0
32,16.64,GT,125.0050,125.0050,0.0000,1,0,0
32,16.64,TR,41.4780,41.4780,0.0000,1,0,0
32,16.64,HO,17.0577,17.0577,0.0000,1,0,0
33,17.16,GT,125.0050,125.0050,0.0000,1,0,0
33,17.16,TR,41.4780,41.4780,0.0000,1,0,0
33,17.16,HO,16.4234,16.4234,0.0000,1,0,0
34,17.68,GT,125.0050,125.0050,0.0000,1,0,0
34,17.68,TR,41.4780,41.4780,0.0000,1,0,0
34,17.68,HO,15.8752,15.8752,0.0000,1,0,0
35,18.20,GT,125.0050,125.0050,0.0000,1,0,0
35,18.20,TR,41.4780,41.4780,0.0000,1,0,0
35,18.20,HO,15.4603,15.4603,0.0000,1,0,0
36,18.72,GT,125.0050,125.0050,0.0000,1,0,0
36,18.72,TR,41.4780,41.4780,0.0000,1,0,0
36,18.72,HO,15.1799,15.1799,0.0000,1,0,0
37,19.24,GT,125.0050,125.0050,0.0000,1,0,0
37,19.24,TR,41.4780,41.4780,0.0000,1,0,0
37,19.24,HO,15.0385,15.0385,0.0000,1,0,0
38,19.76,GT,125.0050,125.0050,0.0000,1,0,0
38,19.76,TR,41.4780,41.4780,0.0000,1,0,0
38,19.76,HO,14.9975,14.9975,0.0000,1,0,0
39,20.28,GT,125.0050,125.0050,0.0000,1,0,0
39,20.28,TR,41.4780,41.4780,0.0000,1,0,0
39,20.28,HO,14.8630,14.8630,0.0000,1,0,0
40,20.80,GT,125.0050,125.0050,0.0000,1,0,0
40,20.80,TR,41.4780,41.4780,0.0000,1,0,0
40,20.80,HO,14.7018,14.7018,0.0000,1,0,0
41,21.32,GT,125.0050,125.0050,0.0000,1,0,0
41,21.32,TR,41.4780,41.4780,0.0000,1,0,0
