trial,t_s,axis,commanded_m,rendered_m,error_m,pass,blocked,clamped
1,0.52,GT,118.5240,118.5240,0.0000,1,0,0
1,0.52,TR,24.0255,24.0255,0.0000,1,0,0
1,0.52,HO,33.0865,33.0865,0.0000,1,0,0
2,1.04,GT,118.5985,118.5985,0.0000,1,0,0
2,1.04,TR,24.3340,24.3340,0.0000,1,0,0
2,1.04,HO,32.8455,32.8455,0.0000,1,0,0
3,1.56,GT,118.7142,118.7142,0.0000,1,0,0
3,1.56,TR,24.8129,24.8129,0.0000,1,0,0
3,1.56,HO,32.4729,32.4729,0.0000,1,0,0
4,2.08,GT,118.8717,118.8717,0.0000,1,0,0
4,2.08,TR,25.4621,25.4621,0.0000,1,0,0
4,2.08,HO,31.9668,31.9668,0.0000,1,0,0
5,2.60,GT,119.0703,119.0703,0.0000,1,0,0
5,2.60,TR,26.2816,26.2816,0.0000,1,0,0
5,2.60,HO,31.3310,31.3310,0.0000,1,0,0
6,3.12,GT,119.3110,119.3110,0.0000,1,0,0
6,3.12,TR,27.2724,27.2724,0.0000,1,0,0
6,3.12,HO,30.6540,30.6540,0.0000,1,0,0
7,3.64,GT,119.5920,119.5920,0.0000,1,0,0
7,3.64,TR,28.4330,28.4330,0.0000,1,0,0
7,3.64,HO,29.9770,29.9770,0.0000,1,0,0
8,4.16,GT,119.9145,119.9145,0.0000,1,0,0
8,4.16,TR,29.7647,29.7647,0.0000,1,0,0
8,4.16,HO,29.3000,29.3000,0.0000,1,0,0
9,4.68,GT,120.2682,120.2682,0.0000,1,0,0
9,4.68,TR,31.2658,31.2658,0.0000,1,0,0
9,4.68,HO,28.6240,28.6240,0.0000,1,0,0
10,5.20,GT,120.6229,120.6229,0.0000,1,0,0
10,5.20,TR,32.9346,32.9346,0.0000,1,0,0
10,5.20,HO,27.9470,27.9470,0.0000,1,0,0
11,5.72,GT,120.9784,120.9784,0.0000,1,0,0
11,5.72,TR,34.5530,34.5530,0.0000,1,0,0
11,5.72,HO,27.2700,27.2700,0.0000,1,0,0
12,6.24,GT,121.3335,121.3335,0.0000,1,0,0
12,6.24,TR,35.9991,35.9991,0.0000,1,0,0
12,6.24,HO,26.5929,26.5929,0.0000,1,0,0
13,6.76,GT,121.6886,121.6886,0.0000,1,0,0
13,6.76,TR,37.2731,37.2731,0.0000,1,0,0
13,6.76,HO,25.9169,25.9169,0.0000,1,0,0
14,7.28,GT,122.0433,122.0433,0.0000,1,0,0
14,7.28,TR,38.3743,38.3743,0.0000,1,0,0
14,7.28,HO,25.2399,25.2399,0.0000,1,0,0
15,7.80,GT,122.3989,122.3989,0.0000,1,0,0
15,7.80,TR,39.3020,39.3020,0.0000,1,0,0
15,7.80,HO,24.5629,24.5629,0.0000,1,0,0
16,8.32,GT,122.7538,122.7538,0.0000,1,0,0
16,8.32,TR,40.0549,40.0549,0.0000,1,0,0
16,8.32,HO,23.8859,23.8859,0.0000,1,0,0
17,8.84,GT,123.1091,123.1091,0.0000,1,0,0
17,8.84,TR,40.6331,40.6331,0.0000,1,0,0
17,8.84,HO,23.2094,23.2094,0.0000,1,0,0
18,9.36,GT,123.4438,123.4438,0.0000,1,0,0
18,9.36,TR,41.0355,41.0355,0.0000,1,0,0
18,9.36,HO,22.5328,22.5328,0.0000,1,0,0
19,9.88,GT,123.7368,123.7368,0.0000,1,0,0
19,9.88,TR,41.2573,41.2573,0.0000,1,0,0
19,9.88,HO,21.8558,21.8558,0.0000,1,0,0
20,10.40,GT,123.9885,123.9885,0.0000,1,0,0
20,10.40,TR,41.2980,41.2980,0.0000,1,0,0
20,10.40,HO,21.1788,21.1788,0.0000,1,0,0
21,10.92,GT,124.1989,124.1989,0.0000,1,0,0
21,10.92,TR,41.2980,41.2980,0.0000,1,0,0
21,10.92,HO,20.5025,20.5025,0.0000,1,0,0
22,11.44,GT,124.3665,124.3665,0.0000,1,0,0
22,11.44,TR,41.2980,41.2980,0.0000,1,0,0
22,11.44,HO,19.8478,19.8478,0.0000,1,0,0
23,11.96,GT,124.4920,124.4920,0.0000,1,0,0
23,11.96,TR,41.2980,41.2980,0.0000,1,0,0
23,11.96,HO,19.3141,19.3141,0.0000,1,0,0
24,12.48,GT,124.5748,124.5748,0.0000,1,0,0
24,12.48,TR,41.2980,41.2980,0.0000,1,0,0
24,12.48,HO,18.9135,18.9135,0.0000,1,0,0
25,13.00,GT,124.6122,124.6122,0.0000,1,0,0
25,13.00,TR,41.2980,41.2980,0.0000,1,0,0
25,13.00,HO,18.6453,18.6453,0.0000,1,0,0
26,13.52,GT,124.6140,124.6140,0.0000,1,0,0
26,13.52,TR,41.2980,41.2980,0.0000,1,0,0
26,13.52,HO,18.5117,18.5117,0.0000,1,0,0
27,14.04,GT,124.6140,124.6140,0.0000,1,0,0
27,14.04,TR,41.2980,41.2980,0.0000,1,0,0
27,14.04,HO,18.4595,18.4595,0.0000,1,0,0
28,14.56,GT,124.6140,124.6140,0.0000,1,0,0
28,14.56,TR,41.2980,41.2980,0.0000,1,0,0
28,14.56,HO,18.2904,18.2904,0.0000,1,0,0
29,15.08,GT,124.6140,124.6140,0.0000,1,0,0
29,15.08,TR,41.2980,41.2980,0.0000,1,0,0
29,15.08,HO,17.9887,17.9887,0.0000,1,0,0
30,15.60,GT,124.6140,124.6140,0.0000,1,0,0
30,15.60,TR,41.2980,41.2980,0.0000,1,0,0
30,15.60,HO,17.5539,17.5539,0.0000,1,0,0
31,16.12,GT,124.6140,124.6140,0.0000,1,0,0
31,16.12,TR,41.2980,41.2980,0.0000,1,0,0
31,16.12,HO,16.9858,16.9858,0.0000,1,0,0
32,16.64,GT,124.6140,124.6140,0.0000,1,0,0
32,16.64,TR,41.2980,41.2980,0.0000,1,0,0
32,16.64,HO,16.3166,16.3166,0.0000,1,0,0
33,17.16,GT,124.6140,124.6140,0.0000,1,0,0
33,17.16,TR,41.2980,41.2980,0.0000,1,0,0
33,17.16,HO,15.6431,15.6431,0.0000,1,0,0
34,17.68,GT,124.6140,124.6140,0.0000,1,0,0
34,17.68,TR,41.2980,41.2980,0.0000,1,0,0
34,17.68,HO,15.0637,15.0637,0.0000,1,0,0
35,18.20,GT,124.6140,124.6140,0.0000,1,0,0
35,18.20,TR,41.2980,41.2980,0.0000,1,0,0
35,18.20,HO,14.6167,14.6167,0.0000,1,0,0
36,18.72,GT,124.6140,124.6140,0.0000,1,0,0
36,18.72,TR,41.2980,41.2980,0.0000,1,0,0
36,18.72,HO,14.3037,14.3037,0.0000,1,0,0
37,19.24,GT,124.6140,124.6140,0.0000,1,0,0
37,19.24,TR,41.2980,41.2980,0.0000,1,0,0
37,19.24,HO,14.1229,14.1229,0.0000,1,0,0
38,19.76,GT,124.6140,124.6140,0.0000,1,0,0
38,19.76,TR,41.2980,41.2980,0.0000,1,0,0
38,19.76,HO,14.0620,14.0620,0.0000,1,0,0
39,20.28,GT,124.6140,124.6140,0.0000,1,0,0
39,20.28,TR,41.2980,41.2980,0.0000,1,0,0
39,20.28,HO,14.0620,14.0620,0.0000,1,0,0
40,20.80,GT,124.6140,124.6140,0.0000,1,0,0
40,20.80,TR,41.2980,41.2980,0.0000,1,0,0
40,20.80,HO,14.0620,14.0620,0.0000,1,0,0
41,21.32,GT,124.6140,124.6140,0.0000,1,0,0
41,21.32,TR,41.2980,41.2980,0.0000,1,0,0
41,21.32,HO,14.0620,14.0620,0.0000,1,0,0
42,21.84,GT,124.6140,124.6140,0.0000,1,0,0
42,21.84,TR,41.2980,41.2980,0.0000,1,0,0
42,21.84,HO,14.0620,14.0620,0.0000,1,0,0
43,22.36,GT,124.6140,124.6140,0.0000,1,0,0
43,22.36,TR,41.2980,41.2980,0.0000,1,0,0
43,22.36,HO,14.0620,14.0620,0.0000,1,0,0
44,22.88,GT,124.6140,124.6140,0.0000,1,0,0
44,22.88,TR,41.2980,41.2980,0.0000,1,0,0
44,22.88,HO,14.0760,14.0760,0.0000,1,0,0
45,23.40,GT,124.6140,124.6140,0.0000,1,0,0
45,23.40,TR,41.2980,41.2980,0.0000,1,0,0
45,23.40,HO,14.2041,14.2041,0.0000,1,0,0
46,23.92,GT,124.6140,124.6140,0.0000,1,0,0
46,23.92,TR,41.2980,41.2980,0.0000,1,0,0
46,23.92,HO,14.4655,14.4655,0.0000,1,0,0
47,24.44,GT,124.6140,124.6140,0.0000,1,0,0
47,24.44,TR,41.2980,41.2980,0.0000,1,0,0
47,24.44,HO,14.8594,14.8594,0.0000,1,0,0
48,24.96,GT,124.6140,124.6140,0.0000,1,0,0
48,24.96,TR,41.2980,41.2980,0.0000,1,0,0
48,24.96,HO,15.3866,15.3866,0.0000,1,0,0
49,25.48,GT,124.6140,124.6140,0.0000,1,0,0
49,25.48,TR,41.2980,41.2980,0.0000,1,0,0
49,25.48,HO,16.0366,16.0366,0.0000,1,0,0
50,26.00,GT,124.6140,124.6140,0.0000,1,0,0
50,26.00,TR,41.2980,41.2980,0.0000,1,0,0
50,26.00,HO,16.7128,16.7128,0.0000,1,0,0
51,26.52,GT,124.6140,124.6140,0.0000,1,0,0
51,26.52,TR,41.2980,41.2980,0.0000,1,0,0
51,26.52,HO,17.3333,17.3333,0.0000,1,0,0
52,27.04,GT,124.6140,124.6140,0.0000,1,0,0
52,27.04,TR,41.2980,41.2980,0.0000,1,0,0
52,27.04,HO,17.8209,17.8209,0.0000,1,0,0
53,27.56,GT,124.6140,124.6140,0.0000,1,0,0
53,27.56,TR,41.2980,41.2980,0.0000,1,0,0
53,27.56,HO,18.1752,18.1752,0.0000,1,0,0
54,28.08,GT,124.6140,124.6140,0.0000,1,0,0
54,28.08,TR,41.2980,41.2980,0.0000,1,0,0
54,28.08,HO,18.3922,18.3922,0.0000,1,0,0
55,28.60,GT,124.6140,124.6140,0.0000,1,0,0
55,28.60,TR,41.2974,41.2974,0.0000,1,0,0
55,28.60,HO,18.4610,18.4610,0.0000,1,0,0
56,29.12,GT,124.6140,124.6140,0.0000,1,0,0
56,29.12,TR,41.1924,41.1924,0.0000,1,0,0
56,29.12,HO,18.4610,18.4610,0.0000,1,0,0
57,29.64,GT,124.6140,124.6140,0.0000,1,0,0
57,29.64,TR,40.9166,40.9166,0.0000,1,0,0
57,29.64,HO,18.4610,18.4610,0.0000,1,0,0
58,30.16,GT,124.6140,124.6140,0.0000,1,0,0
58,30.16,TR,40.4707,40.4707,0.0000,1,0,0
58,30.16,HO,18.4610,18.4610,0.0000,1,0,0
59,30.68,GT,124.6140,124.6140,0.0000,1,0,0
59,30.68,TR,39.8544,39.8544,0.0000,1,0,0
59,30.68,HO,18.4610,18.4610,0.0000,1,0,0
60,31.20,GT,124.6140,124.6140,0.0000,1,0,0
60,31.20,TR,39.0670,39.0670,0.0000,1,0,0
60,31.20,HO,18.4610,18.4610,0.0000,1,0,0
61,31.72,GT,124.6140,124.6140,0.0000,1,0,0
61,31.72,TR,38.1084,38.1084,0.0000,1,0,0
61,31.72,HO,18.4610,18.4610,0.0000,1,0,0
62,32.24,GT,124.6140,124.6140,0.0000,1,0,0
62,32.24,TR,36.9801,36.9801,0.0000,1,0,0
62,32.24,HO,18.4610,18.4610,0.0000,1,0,0
63,32.76,GT,124.6140,124.6140,0.0000,1,0,0
63,32.76,TR,35.6906,35.6906,0.0000,1,0,0
63,32.76,HO,18.4610,18.4610,0.0000,1,0,0
64,33.28,GT,124.6140,124.6140,0.0000,1,0,0
64,33.28,TR,34.4711,34.4711,0.0000,1,0,0
64,33.28,HO,18.4610,18.4610,0.0000,1,0,0
65,33.80,GT,124.6140,124.6140,0.0000,1,0,0
65,33.80,TR,33.4221,33.4221,0.0000,1,0,0
65,33.80,HO,18.4610,18.4610,0.0000,1,0,0
66,34.32,GT,124.6140,124.6140,0.0000,1,0,0
66,34.32,TR,32.5433,32.5433,0.0000,1,0,0
66,34.32,HO,18.4610,18.4610,0.0000,1,0,0
67,34.84,GT,124.6140,124.6140,0.0000,1,0,0
67,34.84,TR,31.8358,31.8358,0.0000,1,0,0
67,34.84,HO,18.4610,18.4610,0.0000,1,0,0
68,35.36,GT,124.6140,124.6140,0.0000,1,0,0
68,35.36,TR,31.2976,31.2976,0.0000,1,0,0
68,35.36,HO,18.4610,18.4610,0.0000,1,0,0
69,35.88,GT,124.6140,124.6140,0.0000,1,0,0
69,35.88,TR,30.9306,30.9306,0.0000,1,0,0
69,35.88,HO,18.4610,18.4610,0.0000,1,0,0
70,36.40,GT,124.6140,124.6140,0.0000,1,0,0
70,36.40,TR,30.7435,30.7435,0.0000,1,0,0
70,36.40,HO,18.4610,18.4610,0.0000,1,0,0
71,36.92,GT,124.6140,124.6140,0.0000,1,0,0
71,36.92,TR,30.7240,30.7240,0.0000,1,0,0
71,36.92,HO,18.4260,18.4260,0.0000,1,0,0
72,37.44,GT,124.6140,124.6140,0.0000,1,0,0
72,37.44,TR,30.7240,30.7240,0.0000,1,0,0
72,37.44,HO,18.2621,18.2621,0.0000,1,0,0
73,37.96,GT,124.6140,124.6140,0.0000,1,0,0
73,37.96,TR,30.7240,30.7240,0.0000,1,0,0
73,37.96,HO,17.9660,17.9660,0.0000,1,0,0
74,38.48,GT,124.6140,124.6140,0.0000,1,0,0
74,38.48,TR,30.7240,30.7240,0.0000,1,0,0
74,38.48,HO,17.5367,17.5367,0.0000,1,0,0
75,39.00,GT,124.6140,124.6140,0.0000,1,0,0
75,39.00,TR,30.7240,30.7240,0.0000,1,0,0
75,39.00,HO,16.9744,16.9744,0.0000,1,0,0
76,39.52,GT,124.6140,124.6140,0.0000,1,0,0
76,39.52,TR,30.7240,30.7240,0.0000,1,0,0
76,39.52,HO,16.3068,16.3068,0.0000,1,0,0
77,40.04,GT,124.6140,124.6140,0.0000,1,0,0
77,40.04,TR,30.7240,30.7240,0.0000,1,0,0
77,40.04,HO,15.6299,15.6299,0.0000,1,0,0
78,40.56,GT,124.6140,124.6140,0.0000,1,0,0
78,40.56,TR,30.7240,30.7240,0.0000,1,0,0
78,40.56,HO,14.9530,14.9530,0.0000,1,0,0
79,41.08,GT,124.6140,124.6140,0.0000,1,0,0
79,41.08,TR,30.7240,30.7240,0.0000,1,0,0
79,41.08,HO,14.2762,14.2762,0.0000,1,0,0
80,41.60,GT,124.6140,124.6140,0.0000,1,0,0
80,41.60,TR,30.7240,30.7240,0.0000,1,0,0
80,41.60,HO,13.6002,13.6002,0.0000,1,0,0
81,42.12,GT,124.6140,124.6140,0.0000,1,0,0
81,42.12,TR,30.7240,30.7240,0.0000,1,0,0
81,42.12,HO,12.9234,12.9234,0.0000,1,0,0
82,42.64,GT,124.6140,124.6140,0.0000,1,0,0
82,42.64,TR,30.7240,30.7240,0.0000,1,0,0
82,42.64,HO,12.2465,12.2465,0.0000,1,0,0
83,43.16,GT,124.6140,124.6140,0.0000,1,0,0
83,43.16,TR,30.7240,30.7240,0.0000,1,0,0
83,43.16,HO,11.5696,11.5696,0.0000,1,0,0
84,43.68,GT,124.6140,124.6140,0.0000,1,0,0
84,43.68,TR,30.7240,30.7240,0.0000,1,0,0
84,43.68,HO,10.8937,10.8937,0.0000,1,0,0
85,44.20,GT,124.6140,124.6140,0.0000,1,0,0
