trial,t_s,axis,commanded_m,rendered_m,error_m,pass,blocked,clamped
1,0.52,GT,118.5210,118.5210,0.0000,1,0,0
1,0.52,TR,24.0196,24.0196,0.0000,1,0,0
1,0.52,HO,33.0865,33.0865,0.0000,1,0,0
2,1.04,GT,118.5895,118.5895,0.0000,1,0,0
2,1.04,TR,24.3140,24.3140,0.0000,1,0,0
2,1.04,HO,32.8455,32.8455,0.0000,1,0,0
3,1.56,GT,118.6958,118.6958,0.0000,1,0,0
3,1.56,TR,24.7714,24.7714,0.0000,1,0,0
3,1.56,HO,32.4722,32.4722,0.0000,1,0,0
4,2.08,GT,118.8399,118.8399,0.0000,1,0,0
4,2.08,TR,25.3917,25.3917,0.0000,1,0,0
4,2.08,HO,31.9658,31.9658,0.0000,1,0,0
5,2.60,GT,119.0219,119.0219,0.0000,1,0,0
5,2.60,TR,26.1758,26.1758,0.0000,1,0,0
5,2.60,HO,31.3300,31.3300,0.0000,1,0,0
6,3.12,GT,119.2418,119.2418,0.0000,1,0,0
6,3.12,TR,27.1227,27.1227,0.0000,1,0,0
6,3.12,HO,30.6527,30.6527,0.0000,1,0,0
7,3.64,GT,119.4990,119.4990,0.0000,1,0,0
7,3.64,TR,28.1300,28.1300,0.0000,1,0,0
7,3.64,HO,29.9750,29.9750,0.0000,1,0,0
8,4.16,GT,119.7940,119.7940,0.0000,1,0,0
8,4.16,TR,28.9796,28.9796,0.0000,1,0,0
8,4.16,HO,29.2980,29.2980,0.0000,1,0,0
9,4.68,GT,120.1273,120.1273,0.0000,1,0,0
9,4.68,TR,29.6632,29.6632,0.0000,1,0,0
9,4.68,HO,28.6210,28.6210,0.0000,1,0,0
10,5.20,GT,120.4798,120.4798,0.0000,1,0,0
10,5.20,TR,30.1790,30.1790,0.0000,1,0,0
10,5.20,HO,27.9439,27.9439,0.0000,1,0,0
11,5.72,GT,120.8324,120.8324,0.0000,1,0,0
11,5.72,TR,30.5247,30.5247,0.0000,1,0,0
11,5.72,HO,27.2660,27.2660,0.0000,1,0,0
12,6.24,GT,121.1850,121.1850,0.0000,1,0,0
12,6.24,TR,30.6965,30.6965,0.0000,1,0,0
12,6.24,HO,26.5889,26.5889,0.0000,1,0,0
13,6.76,GT,121.5376,121.5376,0.0000,1,0,0
13,6.76,TR,30.7120,30.7120,0.0000,1,0,0
13,6.76,HO,25.9119,25.9119,0.0000,1,0,0
14,7.28,GT,121.8903,121.8903,0.0000,1,0,0
14,7.28,TR,30.7120,30.7120,0.0000,1,0,0
14,7.28,HO,25.2340,25.2340,0.0000,1,0,0
15,7.80,GT,122.2428,122.2428,0.0000,1,0,0
15,7.80,TR,30.7120,30.7120,0.0000,1,0,0
15,7.80,HO,24.5569,24.5569,0.0000,1,0,0
16,8.32,GT,122.5945,122.5945,0.0000,1,0,0
16,8.32,TR,30.7120,30.7120,0.0000,1,0,0
16,8.32,HO,23.8799,23.8799,0.0000,1,0,0
17,8.84,GT,122.9471,122.9471,0.0000,1,0,0
17,8.84,TR,30.7120,30.7120,0.0000,1,0,0
17,8.84,HO,23.2029,23.2029,0.0000,1,0,0
18,9.36,GT,123.2997,123.2997,0.0000,1,0,0
18,9.36,TR,30.7120,30.7120,0.0000,1,0,0
18,9.36,HO,22.5251,22.5251,0.0000,1,0,0
19,9.88,GT,123.6389,123.6389,0.0000,1,0,0
