t_ms,GT_Position,GT_Velocity,GT_Direction,GT_Running,GT_Brake_Released,GT_Motor_Alarm,TR_Position,TR_Velocity,TR_Direction,TR_Running,TR_Brake_Released,TR_Motor_Alarm,HO_Position,HO_Velocity,HO_Direction,HO_Load,HO_Overload_Alarm,HO_Snag_Alarm,HO_Running,HO_Brake_Released,HO_Motor_Alarm,SP_Mode,SP_TwistLock_Locked,SP_TwistLock_Unlocked,SP_Landed,SP_Container_Detected,SP_Mismatch_Alarm,SP_Telescopic_Position,OP_Mode,OP_Power_On,OP_Ready,OP_Running,OP_Standby,OP_Emergency_Stop,OP_AntiSway_Active,OP_Cycle_Count_Today,ENV_Wind_Speed,ENV_Wind_Direction,ENV_Wind_Alarm,ALM_Active,ALM_Latest_Code,ALM_Latest_Severity,ALM_Latest_Source,COM_Link_Status
0,124.99,0.0,0,0,1,0,23.886,0.064,1,1,1,0,39.195,-0.048,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.5,271.9,0,0,0,0,0,1
100,124.99,0.0,0,0,1,0,23.899,0.128,1,1,1,0,39.185,-0.097,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,270.9,0,0,0,0,0,1
200,124.99,0.0,0,0,1,0,23.919,0.193,1,1,1,0,39.171,-0.145,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,274.7,0,0,0,0,0,1
300,124.99,0.0,0,0,1,0,23.944,0.257,1,1,1,0,39.152,-0.193,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,269.5,0,0,0,0,0,1
400,124.99,0.0,0,0,1,0,23.976,0.321,1,1,1,0,39.127,-0.242,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,270.4,0,0,0,0,0,1
500,124.99,0.0,0,0,1,0,24.015,0.385,1,1,1,0,39.098,-0.29,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,274.1,0,0,0,0,0,1
600,124.99,0.0,0,0,1,0,24.06,0.45,1,1,1,0,39.065,-0.338,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.7,269.8,0,0,0,0,0,1
700,124.99,0.0,0,0,1,0,24.111,0.514,1,1,1,0,39.026,-0.387,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,275.7,0,0,0,0,0,1
800,124.99,0.0,0,0,1,0,24.169,0.578,1,1,1,0,38.982,-0.435,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.9,272.5,0,0,0,0,0,1
900,124.99,0.0,0,0,1,0,24.233,0.642,1,1,1,0,38.934,-0.483,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,270.6,0,0,0,0,0,1
1000,124.99,0.0,0,0,1,0,24.304,0.706,1,1,1,0,38.881,-0.532,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,267.7,0,0,0,0,0,1
1100,124.99,0.0,0,0,1,0,24.381,0.771,1,1,1,0,38.823,-0.58,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.9,270.8,0,0,0,0,0,1
1200,124.99,0.0,0,0,1,0,24.464,0.835,1,1,1,0,38.76,-0.629,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.2,269.1,0,0,0,0,0,1
1300,124.99,0.0,0,0,1,0,24.554,0.899,1,1,1,0,38.692,-0.677,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,270.2,0,0,0,0,0,1
1400,124.99,0.0,0,0,1,0,24.651,0.963,1,1,1,0,38.62,-0.725,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,268.7,0,0,0,0,0,1
1500,124.99,0.0,0,0,1,0,24.753,1.027,1,1,1,0,38.542,-0.774,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,275.1,0,0,0,0,0,1
1600,124.99,0.0,0,0,1,0,24.863,1.092,1,1,1,0,38.46,-0.822,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.9,270.1,0,0,0,0,0,1
1700,124.99,0.0,0,0,1,0,24.978,1.156,1,1,1,0,38.373,-0.87,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,273.9,0,0,0,0,0,1
1800,124.99,0.0,0,0,1,0,25.1,1.22,1,1,1,0,38.281,-0.919,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.8,269.9,0,0,0,0,0,1
1900,124.99,0.0,0,0,1,0,25.229,1.284,1,1,1,0,38.185,-0.967,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,266.6,0,0,0,0,0,1
2000,124.99,0.0,0,0,1,0,25.363,1.349,1,1,1,0,38.083,-1.015,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,273.9,0,0,0,0,0,1
2100,124.99,0.0,0,0,1,0,25.505,1.413,1,1,1,0,37.977,-1.064,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.0,270.1,0,0,0,0,0,1
2200,124.99,0.0,0,0,1,0,25.652,1.477,1,1,1,0,37.866,-1.112,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,265.4,0,0,0,0,0,1
2300,124.99,0.0,0,0,1,0,25.807,1.541,1,1,1,0,37.75,-1.16,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,271.9,0,0,0,0,0,1
2400,124.99,0.0,0,0,1,0,25.967,1.605,1,1,1,0,37.629,-1.209,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,270.8,0,0,0,0,0,1
2500,124.99,0.0,0,0,1,0,26.134,1.67,1,1,1,0,37.503,-1.257,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.4,268.3,0,0,0,0,0,1
2600,124.99,0.0,0,0,1,0,26.307,1.734,1,1,1,0,37.375,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.1,272.8,0,0,0,0,0,1
2700,124.99,0.0,0,0,1,0,26.487,1.798,1,1,1,0,37.247,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.8,272.6,0,0,0,0,0,1
2800,124.99,0.0,0,0,1,0,26.673,1.862,1,1,1,0,37.119,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.4,271.9,0,0,0,0,0,1
2900,124.99,0.0,0,0,1,0,26.866,1.927,1,1,1,0,36.991,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,273.0,0,0,0,0,0,1
3000,124.99,0.0,0,0,1,0,27.065,1.991,1,1,1,0,36.863,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,271.3,0,0,0,0,0,1
3100,124.99,0.0,0,0,1,0,27.271,2.055,1,1,1,0,36.735,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.7,275.1,0,0,0,0,0,1
3200,124.99,0.0,0,0,1,0,27.481,2.099,1,1,1,0,36.607,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,270.0,0,0,0,0,0,1
3300,124.99,0.0,0,0,1,0,27.684,2.034,1,1,1,0,36.479,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.3,271.5,0,0,0,0,0,1
3400,124.99,0.0,0,0,1,0,27.881,1.968,1,1,1,0,36.351,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.9,268.3,0,0,0,0,0,1
3500,124.99,0.0,0,0,1,0,28.071,1.903,1,1,1,0,36.223,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.3,273.1,0,0,0,0,0,1
3600,124.99,0.0,0,0,1,0,28.255,1.838,1,1,1,0,36.095,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,269.6,0,0,0,0,0,1
3700,124.99,0.0,0,0,1,0,28.432,1.772,1,1,1,0,35.967,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,270.2,0,0,0,0,0,1
3800,124.99,0.0,0,0,1,0,28.603,1.707,1,1,1,0,35.839,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,268.7,0,0,0,0,0,1
3900,124.99,0.0,0,0,1,0,28.767,1.641,1,1,1,0,35.711,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,268.9,0,0,0,0,0,1
4000,124.99,0.0,0,0,1,0,28.925,1.576,1,1,1,0,35.583,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,273.7,0,0,0,0,0,1
4100,124.99,0.0,0,0,1,0,29.076,1.51,1,1,1,0,35.455,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.9,266.1,0,0,0,0,0,1
4200,124.99,0.0,0,0,1,0,29.22,1.445,1,1,1,0,35.327,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.7,268.9,0,0,0,0,0,1
4300,124.99,0.0,0,0,1,0,29.358,1.379,1,1,1,0,35.199,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,268.6,0,0,0,0,0,1
4400,124.99,0.0,0,0,1,0,29.489,1.313,1,1,1,0,35.071,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,272.7,0,0,0,0,0,1
4500,124.99,0.0,0,0,1,0,29.614,1.247,1,1,1,0,34.943,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,269.5,0,0,0,0,0,1
4600,124.99,0.0,0,0,1,0,29.732,1.181,1,1,1,0,34.815,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.3,271.6,0,0,0,0,0,1
4700,124.99,0.0,0,0,1,0,29.844,1.115,1,1,1,0,34.687,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.6,270.3,0,0,0,0,0,1
4800,124.99,0.0,0,0,1,0,29.949,1.049,1,1,1,0,34.559,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.5,267.4,0,0,0,0,0,1
4900,124.99,0.0,0,0,1,0,30.047,0.983,1,1,1,0,34.431,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.5,271.5,0,0,0,0,0,1
5000,124.99,0.0,0,0,1,0,30.139,0.916,1,1,1,0,34.303,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,6.9,266.8,0,0,0,0,0,1
5100,124.99,0.0,0,0,1,0,30.223,0.85,1,1,1,0,34.175,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.6,271.6,0,0,0,0,0,1
5200,124.99,0.0,0,0,1,0,30.302,0.783,1,1,1,0,34.047,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.1,267.4,0,0,0,0,0,1
5300,124.99,0.0,0,0,1,0,30.373,0.716,1,1,1,0,33.919,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.7,273.7,0,0,0,0,0,1
5400,124.99,0.0,0,0,1,0,30.438,0.648,1,1,1,0,33.791,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.5,266.3,0,0,0,0,0,1
5500,124.99,0.0,0,0,1,0,30.496,0.581,1,1,1,0,33.663,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.5,270.1,0,0,0,0,0,1
5600,124.99,0.0,0,0,1,0,30.548,0.512,1,1,1,0,33.535,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.1,265.1,0,0,0,0,0,1
5700,124.99,0.0,0,0,1,0,30.592,0.444,1,1,1,0,33.407,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,271.5,0,0,0,0,0,1
5800,124.99,0.0,0,0,1,0,30.629,0.374,1,1,1,0,33.279,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.6,272.6,0,0,0,0,0,1
5900,124.99,0.0,0,0,1,0,30.66,0.303,1,1,1,0,33.151,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.3,271.0,0,0,0,0,0,1
6000,124.99,0.0,0,0,1,0,30.683,0.23,1,1,1,0,33.023,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.6,272.5,0,0,0,0,0,1
6100,124.99,0.0,0,0,1,0,30.698,0.153,1,1,1,0,32.895,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.5,273.3,0,0,0,0,0,1
6200,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,32.767,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,265.8,0,0,0,0,0,1
6300,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,32.639,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.7,266.5,0,0,0,0,0,1
6400,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,32.511,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.4,266.4,0,0,0,0,0,1
6500,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,32.383,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.2,271.8,0,0,0,0,0,1
6600,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,32.255,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,271.1,0,0,0,0,0,1
6700,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,32.127,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,6.8,269.2,0,0,0,0,0,1
6800,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,31.999,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,270.4,0,0,0,0,0,1
6900,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,31.871,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.4,269.8,0,0,0,0,0,1
7000,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,31.743,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.9,269.9,0,0,0,0,0,1
7100,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,31.615,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.7,270.8,0,0,0,0,0,1
7200,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,31.487,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.6,270.6,0,0,0,0,0,1
7300,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,31.359,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.3,271.8,0,0,0,0,0,1
7400,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,31.231,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.2,270.8,0,0,0,0,0,1
7500,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,31.103,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.3,266.4,0,0,0,0,0,1
7600,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,30.975,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.7,273.8,0,0,0,0,0,1
7700,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,30.847,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,270.5,0,0,0,0,0,1
7800,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,30.719,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,273.9,0,0,0,0,0,1
7900,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,30.591,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,268.0,0,0,0,0,0,1
8000,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,30.463,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.9,266.3,0,0,0,0,0,1
8100,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,30.335,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,267.0,0,0,0,0,0,1
8200,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,30.207,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,265.6,0,0,0,0,0,1
8300,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,30.079,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,269.7,0,0,0,0,0,1
8400,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,29.951,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.7,269.4,0,0,0,0,0,1
8500,124.99,0.0,0,0,1,0,30.704,0.0,0,0,1,0,29.823,-1.28,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,272.1,0,0,0,0,0,1
