t_ms,GT_Position,GT_Velocity,GT_Direction,GT_Running,GT_Brake_Released,GT_Motor_Alarm,TR_Position,TR_Velocity,TR_Direction,TR_Running,TR_Brake_Released,TR_Motor_Alarm,HO_Position,HO_Velocity,HO_Direction,HO_Load,HO_Overload_Alarm,HO_Snag_Alarm,HO_Running,HO_Brake_Released,HO_Motor_Alarm,SP_Mode,SP_TwistLock_Locked,SP_TwistLock_Unlocked,SP_Landed,SP_Container_Detected,SP_Mismatch_Alarm,SP_Telescopic_Position,OP_Mode,OP_Power_On,OP_Ready,OP_Running,OP_Standby,OP_Emergency_Stop,OP_AntiSway_Active,OP_Cycle_Count_Today,ENV_Wind_Speed,ENV_Wind_Direction,ENV_Wind_Alarm,ALM_Active,ALM_Latest_Code,ALM_Latest_Severity,ALM_Latest_Source,COM_Link_Status
0,118.49,0.015,1,1,1,0,23.886,0.061,1,1,1,0,33.195,-0.048,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,264.9,0,0,0,0,0,1
100,118.493,0.03,1,1,1,0,23.898,0.121,1,1,1,0,33.185,-0.097,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,271.1,0,0,0,0,0,1
200,118.497,0.044,1,1,1,0,23.916,0.182,1,1,1,0,33.171,-0.145,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.7,271.1,0,0,0,0,0,1
300,118.503,0.059,1,1,1,0,23.941,0.243,1,1,1,0,33.152,-0.194,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,269.0,0,0,0,0,0,1
400,118.511,0.074,1,1,1,0,23.971,0.304,1,1,1,0,33.127,-0.242,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.4,269.3,0,0,0,0,0,1
500,118.52,0.089,1,1,1,0,24.008,0.364,1,1,1,0,33.098,-0.291,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.4,269.1,0,0,0,0,0,1
600,118.53,0.103,1,1,1,0,24.05,0.425,1,1,1,0,33.064,-0.339,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,275.5,0,0,0,0,0,1
700,118.542,0.118,1,1,1,0,24.099,0.486,1,1,1,0,33.025,-0.388,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,268.2,0,0,0,0,0,1
800,118.555,0.133,1,1,1,0,24.153,0.547,1,1,1,0,32.982,-0.436,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,268.2,0,0,0,0,0,1
900,118.57,0.148,1,1,1,0,24.214,0.607,1,1,1,0,32.933,-0.485,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,272.3,0,0,0,0,0,1
